State,FIPS,Name,Area,People2010
MS,28057,Itawamba County,532.79,23401
MS,28059,Jackson County,722.75,139668
MS,28061,Jasper County,676.24,17062
MS,28063,Jefferson County,519.93,7726
MS,28065,Jefferson Davis County,408.44,12487
MS,28067,Jones County,694.80,67761
MS,28069,Kemper County,766.18,10456
MS,28071,Lafayette County,631.71,47351
MS,28073,Lamar County,497.06,55658
MS,28075,Lauderdale County,703.63,80261
MS,28077,Lawrence County,430.67,12929
MS,28079,Leake County,583.00,23805
MS,28081,Lee County,449.95,82910
MS,28083,Leflore County,592.54,32317
MS,28085,Lincoln County,586.11,34869
MS,28087,Lowndes County,505.51,59779
MS,28089,Madison County,714.51,95203
MS,28091,Marion County,542.38,27088
MS,28093,Marshall County,706.19,37144
MS,28095,Monroe County,765.09,36989
MS,28097,Montgomery County,406.98,10925
MS,28099,Neshoba County,570.14,29676
MS,28101,Newton County,578.10,21720
MS,28103,Noxubee County,695.14,11545
MS,28105,Oktibbeha County,458.20,47671
MS,28107,Panola County,685.14,34707
MS,28109,Pearl River County,810.86,55834
MS,28111,Perry County,647.25,12250
MS,28113,Pike County,409.01,40404
MS,28115,Pontotoc County,497.69,29957
MS,28117,Prentiss County,414.98,25276
MS,28119,Quitman County,405.01,8223
MS,28121,Rankin County,775.48,141617
MS,28123,Scott County,609.18,28264
MS,28125,Sharkey County,431.72,4916
MS,28127,Simpson County,589.16,27503
MS,28129,Smith County,636.25,16491
MS,28131,Stone County,445.48,17786
MS,28133,Sunflower County,697.75,29450
MS,28135,Tallahatchie County,645.29,15378
MS,28137,Tate County,404.76,28886
MS,28139,Tippah County,457.81,22232
MS,28141,Tishomingo County,424.25,19593
MS,28143,Tunica County,454.67,10778
MS,28145,Union County,415.60,27134
MS,28147,Walthall County,403.94,15443
MS,28149,Warren County,588.50,48773
MS,28151,Washington County,724.74,51137
MS,28153,Wayne County,810.75,20747
MS,28155,Webster County,420.94,10253
MS,28157,Wilkinson County,678.11,9878
MS,28159,Winston County,607.24,19198
MS,28161,Yalobusha County,467.13,12678
MS,28163,Yazoo County,922.95,28065
MO,29001,Adair County,567.32,25607
MO,29003,Andrew County,432.70,17291
MO,29005,Atchison County,547.30,5685
MO,29007,Audrain County,692.23,25529
MO,29009,Barry County,778.25,35597
MO,29011,Barton County,591.92,12402
MO,29013,Bates County,836.69,17049
MO,29015,Benton County,704.06,19056
MO,29017,Bollinger County,617.91,12363
MO,29019,Boone County,685.41,162642
MO,29021,Buchanan County,408.03,89201
MO,29023,Butler County,694.67,42794
MO,29025,Caldwell County,426.39,9424
MO,29027,Callaway County,834.57,44332
MO,29029,Camden County,655.92,44002
MO,29031,Cape Girardeau County,578.53,75674
MO,29033,Carroll County,694.62,9295
MO,29035,Carter County,507.36,6265
MO,29037,Cass County,696.84,99478
MO,29039,Cedar County,474.48,13982
MO,29041,Chariton County,751.18,7831
MO,29043,Christian County,562.65,77422
MO,29045,Clark County,504.69,7139
MO,29047,Clay County,397.30,221939
MO,29049,Clinton County,418.96,20743
MO,29051,Cole County,393.75,75990
MO,29053,Cooper County,564.77,17601
MO,29055,Crawford County,742.52,24696
MO,29057,Dade County,490.01,7883
MO,29059,Dallas County,540.77,16777
MO,29061,Daviess County,563.24,8433
MO,29063,DeKalb County,421.36,12892
MO,29065,Dent County,752.79,15657
MO,29067,Douglas County,813.63,13684
MO,29069,Dunklin County,541.07,31953
MO,29071,Franklin County,922.68,101492
MO,29073,Gasconade County,517.80,15222
MO,29075,Gentry County,491.42,6738
MO,29077,Greene County,675.30,275174
MO,29079,Grundy County,435.28,10261
MO,29081,Harrison County,722.50,8957
MO,29083,Henry County,696.95,22272
MO,29085,Hickory County,399.09,9627
MO,29087,Holt County,462.69,4912
MO,29089,Howard County,463.85,10144
MO,29091,Howell County,927.25,40400
MO,29093,Iron County,550.26,10630
MO,29095,Jackson County,604.46,674158
MO,29097,Jasper County,638.49,117404
MO,29099,Jefferson County,656.63,218733
MO,29101,Johnson County,829.28,52595
MO,29103,Knox County,504.01,4131
MO,29105,Laclede County,764.72,35571
MO,29107,Lafayette County,628.43,33381
MO,29109,Lawrence County,611.74,38634
MO,29111,Lewis County,505.04,10211
MO,29113,Lincoln County,626.56,52566
MO,29115,Linn County,615.56,12761
MO,29117,Livingston County,532.33,15195
MO,29119,McDonald County,539.48,23083
MO,29121,Macon County,801.23,15566
MO,29123,Madison County,494.39,12226
MO,29125,Maries County,526.98,9176
MO,29127,Marion County,436.92,28781
MO,29129,Mercer County,453.84,3785
MO,29131,Miller County,592.59,24748
MO,29133,Mississippi County,411.58,14358
MO,29135,Moniteau County,415.03,15607
MO,29137,Monroe County,647.65,8840
MO,29139,Montgomery County,536.25,12236
MO,29141,Morgan County,597.63,20565
MO,29143,New Madrid County,674.84,18956
MO,29145,Newton County,624.76,58114
MO,29147,Nodaway County,876.96,23370
MO,29149,Oregon County,789.80,10881
MO,29151,Osage County,604.35,13878
MO,29153,Ozark County,744.97,9723
MO,29155,Pemiscot County,492.54,18296
MO,29157,Perry County,474.35,18971
MO,29159,Pettis County,682.22,42201
MO,29161,Phelps County,671.78,45156
MO,29163,Pike County,670.44,18516
MO,29165,Platte County,420.19,89322
MO,29167,Polk County,635.52,31137
MO,29169,Pulaski County,547.10,52274
MO,29171,Putnam County,517.32,4979
MO,29173,Ralls County,469.78,10167
MO,29175,Randolph County,482.68,25414
MO,29177,Ray County,568.81,23494
MO,29179,Reynolds County,808.48,6696
MO,29181,Ripley County,629.54,14100
MO,29183,St. Charles County,560.44,360485
MO,29185,St. Clair County,669.98,9805
MO,29186,Ste. Genevieve County,499.15,18145
MO,29187,St. Francois County,451.89,65359
MO,29189,St. Louis County,507.80,998954
MO,29195,Saline County,755.50,23370
MO,29197,Schuyler County,307.30,4431
MO,29199,Scotland County,436.67,4843
MO,29201,Scott County,419.99,39191
MO,29203,Shannon County,1003.82,8441
MO,29205,Shelby County,500.86,6373
MO,29207,Stoddard County,823.22,29968
MO,29209,Stone County,464.03,32202
MO,29211,Sullivan County,647.98,6714
MO,29213,Taney County,632.44,51675
MO,29215,Texas County,1177.27,26008
MO,29217,Vernon County,826.40,21159
MO,29219,Warren County,428.60,32513
MO,29221,Washington County,759.91,25195
MO,29223,Wayne County,759.18,13521
MO,29225,Webster County,592.56,36202
MO,29227,Worth County,266.61,2171
MO,29229,Wright County,681.77,18815
MO,29510,St. Louis city,61.91,319294
MT,30001,Beaverhead County,5541.62,9246
MT,30003,Big Horn County,4995.46,12865
MT,30005,Blaine County,4227.55,6491
MT,30007,Broadwater County,1192.54,5612
MT,30009,Carbon County,2048.79,10078
MT,30011,Carter County,3340.75,1160
MT,30013,Cascade County,2698.16,81327
MT,30015,Chouteau County,3972.49,5813
MT,30017,Custer County,3783.36,11699
MT,30019,Daniels County,1426.10,1751
MT,30021,Dawson County,2371.86,8966
MT,30023,Deer Lodge County,736.53,9298
MT,30025,Fallon County,1620.77,2890
MT,30027,Fergus County,4339.80,11586
MT,30029,Flathead County,5087.66,90928
MT,30031,Gallatin County,2602.69,89513
MT,30033,Garfield County,4675.36,1206
MT,30035,Glacier County,2995.94,13399
MT,30037,Golden Valley County,1175.34,884
MT,30039,Granite County,1727.41,3079
MT,30041,Hill County,2898.95,16096
MT,30043,Jefferson County,1656.26,11406
MT,30045,Judith Basin County,1869.82,2072
MT,30047,Lake County,1490.15,28746
MT,30049,Lewis and Clark County,3458.83,63395
MT,30051,Liberty County,1430.05,2339
MT,30053,Lincoln County,3612.92,19687
MT,30055,McCone County,2643.17,1734
MT,30057,Madison County,3587.48,7691
MT,30059,Meagher County,2391.91,1891
MT,30061,Mineral County,1219.44,4223
MT,30063,Missoula County,2593.42,109299
MT,30065,Musselshell County,1868.16,4538
MT,30067,Park County,2803.06,15636
MT,30069,Petroleum County,1654.87,494
MT,30071,Phillips County,5140.04,4253
MT,30073,Pondera County,1622.86,6153
MT,30075,Powder River County,3297.30,1743
MT,30077,Powell County,2326.39,7027
MT,30079,Prairie County,1736.74,1179
MT,30081,Ravalli County,2390.82,40212
MT,30083,Richland County,2084.14,9746
MT,30085,Roosevelt County,2354.79,10425
MT,30087,Rosebud County,5010.40,9233
MT,30089,Sanders County,2760.52,11413
MT,30091,Sheridan County,1677.08,3384
MT,30093,Silver Bow County,718.48,34200
MT,30095,Stillwater County,1795.35,9117
MT,30097,Sweet Grass County,1855.20,3651
MT,30099,Teton County,2272.37,6073
MT,30101,Toole County,1915.65,5324
MT,30103,Treasure County,977.40,718
MT,30105,Valley County,4925.82,7369
MT,30107,Wheatland County,1423.19,2168
MT,30109,Wibaux County,889.26,1017
MT,30111,Yellowstone County,2633.29,147972
NE,31001,Adams County,563.27,31364
NE,31003,Antelope County,857.22,6685
NE,31005,Arthur County,715.35,460
NE,31007,Banner County,746.11,690
NE,31009,Blaine County,710.87,478
NE,31011,Boone County,686.55,5505
NE,31013,Box Butte County,1075.29,11308
NE,31015,Boyd County,539.94,2099
NE,31017,Brown County,1221.33,3145
NE,31019,Buffalo County,968.11,46102
NE,31021,Burt County,491.58,6858
NE,31023,Butler County,584.91,8395
NE,31025,Cass County,557.45,25241
NE,31027,Cedar County,740.31,8852
NE,31029,Chase County,894.42,3966
NE,31031,Cherry County,5960.42,5713
NE,31033,Cheyenne County,1196.29,9998
NE,31035,Clay County,572.29,6542
NE,31037,Colfax County,411.66,10515
NE,31039,Cuming County,570.62,9139
NE,31041,Custer County,2575.52,10939
NE,31043,Dakota County,264.25,21006
NE,31045,Dawes County,1396.46,9182
NE,31047,Dawson County,1013.10,24326
NE,31049,Deuel County,439.85,1941
NE,31051,Dixon County,476.23,6000
NE,31053,Dodge County,528.71,36691
NE,31055,Douglas County,328.45,517110
NE,31057,Dundy County,919.68,2008
NE,31059,Fillmore County,575.37,5890
NE,31061,Franklin County,575.82,3225
NE,31063,Frontier County,974.59,2756
NE,31065,Furnas County,719.13,4959
NE,31067,Gage County,851.49,22311
NE,31069,Garden County,1704.28,2057
NE,31071,Garfield County,569.79,2049
NE,31073,Gosper County,458.16,2044
NE,31075,Grant County,776.22,614
NE,31077,Greeley County,569.81,2538
NE,31079,Hall County,546.29,58607
NE,31081,Hamilton County,542.88,9124
NE,31083,Harlan County,553.47,3423
NE,31085,Hayes County,713.06,967
NE,31087,Hitchcock County,709.94,2908
NE,31089,Holt County,2412.40,10435
NE,31091,Hooker County,721.12,736
NE,31093,Howard County,569.34,6274
NE,31095,Jefferson County,570.18,7547
NE,31097,Johnson County,376.05,5217
NE,31099,Kearney County,516.24,6489
NE,31101,Keith County,1061.60,8368
NE,31103,Keya Paha County,773.07,824
NE,31105,Kimball County,951.85,3821
NE,31107,Knox County,1108.35,8701
NE,31109,Lancaster County,837.55,285407
NE,31111,Lincoln County,2564.07,36288
NE,31113,Logan County,570.66,763
NE,31115,Loup County,568.29,632
NE,31117,McPherson County,858.98,539
NE,31119,Madison County,572.74,34876
NE,31121,Merrick County,484.88,7845
NE,31123,Morrill County,1423.84,5042
NE,31125,Nance County,441.63,3735
NE,31127,Nemaha County,407.38,7248
NE,31129,Nuckolls County,575.16,4500
NE,31131,Otoe County,615.63,15740
NE,31133,Pawnee County,431.07,2773
NE,31135,Perkins County,883.34,2970
NE,31137,Phelps County,539.79,9188
NE,31139,Pierce County,573.25,7266
NE,31141,Platte County,674.06,32237
NE,31143,Polk County,438.34,5406
NE,31145,Red Willow County,716.99,11055
NE,31147,Richardson County,551.84,8363
NE,31149,Rock County,1008.32,1526
NE,31151,Saline County,574.02,14200
NE,31153,Sarpy County,238.99,158840
NE,31155,Saunders County,750.23,20780
NE,31157,Scotts Bluff County,739.40,36970
NE,31159,Seward County,571.43,16750
NE,31161,Sheridan County,2440.86,5469
NE,31163,Sherman County,565.83,3152
NE,31165,Sioux County,2066.74,1311
NE,31167,Stanton County,427.95,6129
NE,31169,Thayer County,573.81,5228
NE,31171,Thomas County,713.24,647
NE,31173,Thurston County,393.58,6940
NE,31175,Valley County,568.05,4260
NE,31177,Washington County,389.96,20234
NE,31179,Wayne County,442.91,9595
NE,31181,Webster County,574.91,3812
NE,31183,Wheeler County,575.18,818
NE,31185,York County,572.51,13665
NV,32001,Churchill County,4930.46,24877
NV,32003,Clark County,7891.43,1951269
NV,32005,Douglas County,709.72,46997
NV,32007,Elko County,17169.83,48818
NV,32009,Esmeralda County,3581.88,783
NV,32011,Eureka County,4175.68,1987
NV,32013,Humboldt County,9640.76,16528
NV,32015,Lander County,5490.10,5775
NV,32017,Lincoln County,10633.20,5345
NV,32019,Lyon County,2001.19,51980
NV,32021,Mineral County,3752.84,4772
NV,32023,Nye County,18181.92,43946
NV,32027,Pershing County,6036.56,6753
NV,32029,Storey County,262.92,4010
NV,32031,Washoe County,6302.37,421407
NV,32033,White Pine County,8875.65,10030
NV,32510,Carson City,144.66,55274
NH,33001,Belknap County,400.23,60088
NH,33003,Carroll County,931.06,47818
NH,33005,Cheshire County,706.66,77117
NH,33007,Coos County,1794.69,33055
NH,33009,Grafton County,1708.75,89118
NH,33011,Hillsborough County,876.14,400721
NH,33013,Merrimack County,934.12,146445
NH,33015,Rockingham County,694.72,295223
NH,33017,Strafford County,368.97,123143
NH,33019,Sullivan County,537.31,43742
NJ,34001,Atlantic County,555.70,274549
NJ,34003,Bergen County,233.01,905116
NJ,34005,Burlington County,798.58,448734
NJ,34007,Camden County,221.26,513657
NJ,34009,Cape May County,251.42,97265
NJ,34011,Cumberland County,483.70,156898
NJ,34013,Essex County,126.21,783969
NJ,34015,Gloucester County,322.01,288288
NJ,34017,Hudson County,46.19,634266
NJ,34019,Hunterdon County,427.82,128349
NJ,34021,Mercer County,224.56,366513
NJ,34023,Middlesex County,308.91,809858
NJ,34025,Monmouth County,468.79,630380
NJ,34027,Morris County,460.18,492276
NJ,34029,Ocean County,628.78,576567
NJ,34031,Passaic County,184.59,501226
NJ,34033,Salem County,331.90,66083
NJ,34035,Somerset County,301.81,323444
NJ,34037,Sussex County,519.01,149265
NJ,34039,Union County,102.85,536499
NJ,34041,Warren County,356.92,108692
NM,35001,Bernalillo County,1160.83,662564
NM,35003,Catron County,6923.69,3725
NM,35005,Chaves County,6065.27,65645
NM,35006,Cibola County,4539.48,27213
NM,35007,Colfax County,3758.06,13750
NM,35009,Curry County,1404.80,48376
NM,35011,De Baca County,2322.62,2022
NM,35013,Doña Ana County,3807.51,209233
NM,35015,Eddy County,4175.73,53829
NM,35017,Grant County,3961.63,29514
NM,35019,Guadalupe County,3030.48,4687
NM,35021,Harding County,2125.44,695
NM,35023,Hidalgo County,3436.86,4894
NM,35025,Lea County,4390.93,64727
NM,35027,Lincoln County,4831.09,20497
NM,35028,Los Alamos County,109.17,17950
NM,35029,Luna County,2965.19,25095
NM,35031,McKinley County,5449.81,71492
NM,35033,Mora County,1931.27,4881
NM,35035,Otero County,6613.21,63797
NM,35037,Quay County,2874.35,9041
NM,35039,Rio Arriba County,5860.84,40246
NM,35041,Roosevelt County,2447.43,19846
NM,35043,Sandoval County,3710.65,131561
NM,35045,San Juan County,5513.07,130044
NM,35047,San Miguel County,4715.82,29393
NM,35049,Santa Fe County,1909.41,144170
NM,35051,Sierra County,4178.96,11988
NM,35053,Socorro County,6646.68,17866
NM,35055,Taos County,2203.11,32937
NM,35057,Torrance County,3344.85,16383
NM,35059,Union County,3823.74,4549
NM,35061,Valencia County,1066.17,76569
NY,36001,Albany County,522.80,304204
NY,36003,Allegany County,1029.31,48946
NY,36005,Bronx County,42.10,1385108
NY,36007,Broome County,705.77,200600
NY,36009,Cattaraugus County,1308.35,80317
NY,36011,Cayuga County,691.58,80026
NY,36013,Chautauqua County,1060.23,134905
NY,36015,Chemung County,407.35,88830
NY,36017,Chenango County,893.55,50477
NY,36019,Clinton County,1037.85,82128
NY,36021,Columbia County,634.71,63096
NY,36023,Cortland County,498.76,49336
NY,36025,Delaware County,1442.44,47980
NY,36027,Dutchess County,795.63,297488
NY,36029,Erie County,1042.69,919040
NY,36031,Essex County,1794.23,39370
NY,36033,Franklin County,1629.12,51599
NY,36035,Fulton County,495.47,55531
NY,36037,Genesee County,492.94,60079
NY,36039,Greene County,647.16,49221
NY,36041,Hamilton County,1717.37,4836
NY,36043,Herkimer County,1411.47,64519
NY,36045,Jefferson County,1268.59,116229
NY,36047,Kings County,70.82,2504700
NY,36049,Lewis County,1274.68,27087
NY,36051,Livingston County,631.76,65393
NY,36053,Madison County,654.84,73442
NY,36055,Monroe County,657.21,744344
NY,36057,Montgomery County,403.04,50219
NY,36059,Nassau County,284.72,1339532
NY,36061,New York County,22.83,1585873
NY,36063,Niagara County,522.36,216469
NY,36065,Oneida County,1212.43,234878
NY,36067,Onondaga County,778.39,467026
NY,36069,Ontario County,644.07,107931
NY,36071,Orange County,811.69,372813
NY,36073,Orleans County,391.26,42883
NY,36075,Oswego County,951.65,122109
NY,36077,Otsego County,1001.70,62259
NY,36079,Putnam County,230.31,99710
NY,36081,Queens County,108.53,2230722
NY,36083,Rensselaer County,652.43,159429
NY,36085,Richmond County,58.37,468730
NY,36087,Rockland County,173.55,311687
NY,36089,St. Lawrence County,2680.38,111944
NY,36091,Saratoga County,809.98,219607
NY,36093,Schenectady County,204.52,154727
NY,36095,Schoharie County,621.82,32749
NY,36097,Schuyler County,328.33,18343
NY,36099,Seneca County,323.71,35251
NY,36101,Steuben County,1390.56,98990
NY,36103,Suffolk County,912.05,1493350
NY,36105,Sullivan County,968.13,77547
NY,36107,Tioga County,518.60,51125
NY,36109,Tompkins County,474.65,101564
NY,36111,Ulster County,1124.24,182493
NY,36113,Warren County,866.95,65707
NY,36115,Washington County,831.18,63216
NY,36117,Wayne County,603.83,93772
NY,36119,Westchester County,430.50,949113
NY,36121,Wyoming County,592.75,42155
NY,36123,Yates County,338.14,25348
NC,37001,Alamance County,423.94,151131
NC,37003,Alexander County,259.99,37198
NC,37005,Alleghany County,235.06,11155
NC,37007,Anson County,531.45,26948
NC,37009,Ashe County,426.13,27281
NC,37011,Avery County,247.09,17797
NC,37013,Beaufort County,827.19,47759
NC,37015,Bertie County,699.27,21282
NC,37017,Bladen County,874.33,35190
NC,37019,Brunswick County,846.97,107431
NC,37021,Buncombe County,656.67,238318
NC,37023,Burke County,507.10,90912
NC,37025,Cabarrus County,361.75,178011
NC,37027,Caldwell County,471.57,83029
NC,37029,Camden County,240.56,9980
NC,37031,Carteret County,506.25,66469
NC,37033,Caswell County,424.92,23719
NC,37035,Catawba County,398.72,154358
NC,37037,Chatham County,682.19,63505
NC,37039,Cherokee County,455.43,27444
NC,37041,Chowan County,172.47,14793
NC,37043,Clay County,214.75,10587
NC,37045,Cleveland County,464.25,98078
NC,37047,Columbus County,937.29,58098
NC,37049,Craven County,708.96,103505
NC,37051,Cumberland County,652.31,319431
NC,37053,Currituck County,261.85,23547
NC,37055,Dare County,383.42,33920
NC,37057,Davidson County,552.67,162878
NC,37059,Davie County,264.11,41240
NC,37061,Duplin County,816.22,58505
NC,37063,Durham County,285.98,267587
NC,37065,Edgecombe County,505.34,56552
NC,37067,Forsyth County,408.15,350670
NC,37069,Franklin County,491.68,60619
NC,37071,Gaston County,356.03,206086
NC,37073,Gates County,340.44,12197
NC,37075,Graham County,292.08,8861
NC,37077,Granville County,531.57,59916
NC,37079,Greene County,265.93,21362
NC,37081,Guilford County,645.70,488406
NC,37083,Halifax County,724.09,54691
NC,37085,Harnett County,594.99,114678
NC,37087,Haywood County,553.69,59036
NC,37089,Henderson County,373.07,106740
NC,37091,Hertford County,353.06,24669
NC,37093,Hoke County,390.74,46952
NC,37095,Hyde County,612.70,5810
NC,37097,Iredell County,573.83,159437
NC,37099,Jackson County,490.75,40271
NC,37101,Johnston County,791.30,168878
NC,37103,Jones County,470.71,10153
NC,37105,Lee County,254.96,57866
NC,37107,Lenoir County,400.59,59495
NC,37109,Lincoln County,297.94,78265
NC,37111,McDowell County,440.61,44996
NC,37113,Macon County,515.56,33922
NC,37115,Madison County,449.57,20764
NC,37117,Martin County,461.22,24505
NC,37119,Mecklenburg County,523.84,919628
NC,37121,Mitchell County,221.42,15579
NC,37123,Montgomery County,491.76,27798
NC,37125,Moore County,697.84,88247
NC,37127,Nash County,540.41,95840
NC,37129,New Hanover County,191.53,202667
NC,37131,Northampton County,536.59,22099
NC,37133,Onslow County,762.74,177772
NC,37135,Orange County,397.96,133801
NC,37137,Pamlico County,336.54,13144
NC,37139,Pasquotank County,226.88,40661
NC,37141,Pender County,869.79,52217
NC,37143,Perquimans County,247.09,13453
NC,37145,Person County,392.32,39464
NC,37147,Pitt County,651.97,168148
NC,37149,Polk County,237.79,20510
NC,37151,Randolph County,782.52,141752
NC,37153,Richmond County,473.82,46639
NC,37155,Robeson County,949.22,134168
NC,37157,Rockingham County,565.55,93643
NC,37159,Rowan County,511.37,138428
NC,37161,Rutherford County,564.15,67810
NC,37163,Sampson County,944.74,63431
NC,37165,Scotland County,318.84,36157
NC,37167,Stanly County,395.09,60585
NC,37169,Stokes County,448.86,47401
NC,37171,Surry County,532.17,73673
NC,37173,Swain County,528.00,13981
NC,37175,Transylvania County,378.53,33090
NC,37177,Tyrrell County,389.03,4407
NC,37179,Union County,631.52,201292
NC,37181,Vance County,253.52,45422
NC,37183,Wake County,835.22,900993
NC,37185,Warren County,428.46,20972
NC,37187,Washington County,348.13,13228
NC,37189,Watauga County,312.56,51079
NC,37191,Wayne County,553.09,122623
NC,37193,Wilkes County,754.28,69340
NC,37195,Wilson County,368.17,81234
NC,37197,Yadkin County,334.83,38406
NC,37199,Yancey County,312.60,17818
ND,38001,Adams County,987.62,2343
ND,38003,Barnes County,1491.55,11066
ND,38005,Benson County,1388.71,6660
ND,38007,Billings County,1148.85,783
ND,38009,Bottineau County,1668.42,6429
ND,38011,Bowman County,1161.81,3151
ND,38013,Burke County,1103.57,1968
ND,38015,Burleigh County,1632.65,81308
ND,38017,Cass County,1764.94,149778
ND,38019,Cavalier County,1488.75,3993
ND,38021,Dickey County,1131.47,5289
ND,38023,Divide County,1260.79,2071
ND,38025,Dunn County,2008.46,3536
ND,38027,Eddy County,630.17,2385
ND,38029,Emmons County,1510.43,3550
ND,38031,Foster County,635.45,3343
ND,38033,Golden Valley County,1000.79,1680
ND,38035,Grand Forks County,1436.38,66861
ND,38037,Grant County,1659.14,2394
ND,38039,Griggs County,708.81,2420
ND,38041,Hettinger County,1132.22,2477
ND,38043,Kidder County,1351.19,2435
ND,38045,LaMoure County,1145.94,4139
ND,38047,Logan County,992.82,1990
ND,38049,McHenry County,1873.95,5395
ND,38051,McIntosh County,974.73,2809
ND,38053,McKenzie County,2760.32,6360
ND,38055,McLean County,2110.88,8962
ND,38057,Mercer County,1042.96,8424
ND,38059,Morton County,1926.27,27471
ND,38061,Mountrail County,1825.30,7673
ND,38063,Nelson County,981.77,3126
ND,38065,Oliver County,722.51,1846
ND,38067,Pembina County,1118.69,7413
ND,38069,Pierce County,1018.60,4357
ND,38071,Ramsey County,1186.85,11451
ND,38073,Ransom County,862.36,5457
ND,38075,Renville County,877.05,2470
ND,38077,Richland County,1435.78,16321
ND,38079,Rolette County,903.08,13937
ND,38081,Sargent County,858.51,3829
ND,38083,Sheridan County,972.38,1321
ND,38085,Sioux County,1094.09,4153
ND,38087,Slope County,1214.92,727
ND,38089,Stark County,1334.74,24199
ND,38091,Steele County,712.22,1975
ND,38093,Stutsman County,2221.72,21100
ND,38095,Towner County,1024.56,2246
ND,38097,Traill County,861.95,8121
ND,38099,Walsh County,1281.93,11119
ND,38101,Ward County,2013.28,61675
ND,38103,Wells County,1271.05,4207
ND,38105,Williams County,2077.40,22398
OH,39001,Adams County,583.87,28550
OH,39003,Allen County,402.50,106331
OH,39005,Ashland County,422.95,53139
OH,39007,Ashtabula County,701.93,101497
OH,39009,Athens County,503.60,64757
OH,39011,Auglaize County,401.39,45949
OH,39013,Belmont County,532.13,70400
OH,39015,Brown County,490.02,44846
OH,39017,Butler County,467.06,368130
OH,39019,Carroll County,394.61,28836
OH,39021,Champaign County,428.67,40097
OH,39023,Clark County,397.47,138333
OH,39025,Clermont County,452.10,197363
OH,39027,Clinton County,408.68,42040
OH,39029,Columbiana County,531.89,107841
OH,39031,Coshocton County,563.91,36901
OH,39033,Crawford County,401.79,43784
OH,39035,Cuyahoga County,457.19,1280122
OH,39037,Darke County,598.10,52959
OH,39039,Defiance County,411.46,39037
OH,39041,Delaware County,443.10,174214
OH,39043,Erie County,251.56,77079
OH,39045,Fairfield County,504.41,146156
OH,39047,Fayette County,406.36,29030
OH,39049,Franklin County,532.19,1163414
OH,39051,Fulton County,405.44,42698
OH,39053,Gallia County,466.53,30934
OH,39055,Geauga County,400.16,93389
OH,39057,Greene County,413.73,161573
OH,39059,Guernsey County,522.25,40087
OH,39061,Hamilton County,405.91,802374
OH,39063,Hancock County,531.36,74782
OH,39065,Hardin County,470.40,32058
OH,39067,Harrison County,402.34,15864
OH,39069,Henry County,416.01,28215
OH,39071,Highland County,553.08,43589
OH,39073,Hocking County,421.32,29380
OH,39075,Holmes County,422.53,42366
OH,39077,Huron County,491.49,59626
OH,39079,Jackson County,420.30,33225
OH,39081,Jefferson County,408.33,69709
OH,39083,Knox County,525.49,60921
OH,39085,Lake County,227.49,230041
OH,39087,Lawrence County,453.37,62450
OH,39089,Licking County,682.50,166492
OH,39091,Logan County,458.43,45858
OH,39093,Lorain County,491.10,301356
OH,39095,Lucas County,340.86,441815
OH,39097,Madison County,465.88,43435
OH,39099,Mahoning County,411.62,238823
OH,39101,Marion County,403.76,66501
OH,39103,Medina County,421.36,172332
OH,39105,Meigs County,430.10,23770
OH,39107,Mercer County,462.45,40814
OH,39109,Miami County,406.58,102506
OH,39111,Monroe County,455.72,14642
OH,39113,Montgomery County,461.55,535153
OH,39115,Morgan County,416.42,15054
OH,39117,Morrow County,406.08,34827
OH,39119,Muskingum County,664.58,86074
OH,39121,Noble County,398.01,14645
OH,39123,Ottawa County,254.92,41428
OH,39125,Paulding County,416.44,19614
OH,39127,Perry County,407.97,36058
OH,39129,Pickaway County,501.32,55698
OH,39131,Pike County,440.28,28709
OH,39133,Portage County,487.38,161419
OH,39135,Preble County,424.12,42270
OH,39137,Putnam County,482.52,34499
OH,39139,Richland County,495.27,124475
OH,39141,Ross County,689.19,78064
OH,39143,Sandusky County,408.45,60944
OH,39145,Scioto County,610.21,79499
OH,39147,Seneca County,551.02,56745
OH,39149,Shelby County,407.68,49423
OH,39151,Stark County,575.27,375586
OH,39153,Summit County,412.75,541781
OH,39155,Trumbull County,618.30,210312
OH,39157,Tuscarawas County,567.64,92582
OH,39159,Union County,431.73,52300
OH,39161,Van Wert County,409.16,28744
OH,39163,Vinton County,412.36,13435
OH,39165,Warren County,401.31,212693
OH,39167,Washington County,631.97,61778
OH,39169,Wayne County,554.93,114520
OH,39171,Williams County,420.97,37642
OH,39173,Wood County,617.20,125488
OH,39175,Wyandot County,406.86,22615
OK,40001,Adair County,573.48,22683
OK,40003,Alfalfa County,866.45,5642
OK,40005,Atoka County,975.52,14182
OK,40007,Beaver County,1814.67,5636
OK,40009,Beckham County,901.81,22119
OK,40011,Blaine County,928.42,11943
OK,40013,Bryan County,904.47,42416
OK,40015,Caddo County,1278.29,29600
OK,40017,Canadian County,896.63,115541
OK,40019,Carter County,822.18,47557
OK,40021,Cherokee County,749.41,46987
OK,40023,Choctaw County,770.36,15205
OK,40025,Cimarron County,1834.74,2475
OK,40027,Cleveland County,538.77,255755
OK,40029,Coal County,516.68,5925
OK,40031,Comanche County,1069.29,124098
OK,40033,Cotton County,632.65,6193
OK,40035,Craig County,761.35,15029
OK,40037,Creek County,950.14,69967
OK,40039,Custer County,988.82,27469
OK,40041,Delaware County,738.18,41487
OK,40043,Dewey County,999.48,4810
