State,FIPS,Name,Area,People2010
IN,18027,Daviess County,429.49,31648
IN,18029,Dearborn County,305.03,50047
IN,18031,Decatur County,372.57,25740
IN,18033,DeKalb County,362.82,42223
IN,18035,Delaware County,392.12,117671
IN,18037,Dubois County,427.27,41889
IN,18039,Elkhart County,463.17,197559
IN,18041,Fayette County,215.01,24277
IN,18043,Floyd County,147.93,74578
IN,18045,Fountain County,395.66,17240
IN,18047,Franklin County,384.43,23087
IN,18049,Fulton County,368.39,20836
IN,18051,Gibson County,487.49,33503
IN,18053,Grant County,414.07,70061
IN,18055,Greene County,542.49,33165
IN,18057,Hamilton County,394.27,274569
IN,18059,Hancock County,306.02,70002
IN,18061,Harrison County,484.52,39364
IN,18063,Hendricks County,406.91,145448
IN,18065,Henry County,391.88,49462
IN,18067,Howard County,293.06,82752
IN,18069,Huntington County,382.65,37124
IN,18071,Jackson County,509.31,42376
IN,18073,Jasper County,559.62,33478
IN,18075,Jay County,383.91,21253
IN,18077,Jefferson County,360.63,32428
IN,18079,Jennings County,376.58,28525
IN,18081,Johnson County,320.43,139654
IN,18083,Knox County,516.03,38440
IN,18085,Kosciusko County,531.38,77358
IN,18087,LaGrange County,379.62,37128
IN,18089,Lake County,498.96,496005
IN,18091,LaPorte County,598.30,111467
IN,18093,Lawrence County,449.17,46134
IN,18095,Madison County,451.92,131636
IN,18097,Marion County,396.30,903393
IN,18099,Marshall County,443.63,47051
IN,18101,Martin County,335.74,10334
IN,18103,Miami County,373.84,36903
IN,18105,Monroe County,394.51,137974
IN,18107,Montgomery County,504.61,38124
IN,18109,Morgan County,403.97,68894
IN,18111,Newton County,401.76,14244
IN,18113,Noble County,410.84,47536
IN,18115,Ohio County,86.14,6128
IN,18117,Orange County,398.39,19840
IN,18119,Owen County,385.29,21575
IN,18121,Parke County,444.66,17339
IN,18123,Perry County,381.73,19338
IN,18125,Pike County,334.24,12845
IN,18127,Porter County,418.15,164343
IN,18129,Posey County,409.57,25910
IN,18131,Pulaski County,433.65,13402
IN,18133,Putnam County,480.53,37963
IN,18135,Randolph County,452.38,26171
IN,18137,Ripley County,446.43,28818
IN,18139,Rush County,408.12,17392
IN,18141,St. Joseph County,457.85,266931
IN,18143,Scott County,190.40,24181
IN,18145,Shelby County,411.15,44436
IN,18147,Spencer County,396.74,20952
IN,18149,Starke County,309.13,23363
IN,18151,Steuben County,308.94,34185
IN,18153,Sullivan County,447.14,21475
IN,18155,Switzerland County,220.63,10613
IN,18157,Tippecanoe County,499.81,172780
IN,18159,Tipton County,260.54,15936
IN,18161,Union County,161.22,7516
IN,18163,Vanderburgh County,233.48,179703
IN,18165,Vermillion County,256.88,16212
IN,18167,Vigo County,403.31,107848
IN,18169,Wabash County,412.43,32888
IN,18171,Warren County,364.68,8508
IN,18173,Warrick County,384.82,59689
IN,18175,Washington County,513.73,28262
IN,18177,Wayne County,401.74,68917
IN,18179,Wells County,368.09,27636
IN,18181,White County,505.12,24643
IN,18183,Whitley County,335.57,33292
IA,19001,Adair County,569.27,7682
IA,19003,Adams County,423.44,4029
IA,19005,Allamakee County,639.08,14330
IA,19007,Appanoose County,497.29,12887
IA,19009,Audubon County,442.96,6119
IA,19011,Benton County,716.26,26076
IA,19013,Black Hawk County,565.77,131090
IA,19015,Boone County,571.57,26306
IA,19017,Bremer County,435.48,24276
IA,19019,Buchanan County,571.02,20958
IA,19021,Buena Vista County,574.91,20260
IA,19023,Butler County,580.13,14867
IA,19025,Calhoun County,569.97,9670
IA,19027,Carroll County,569.44,20816
IA,19029,Cass County,564.27,13956
IA,19031,Cedar County,579.44,18499
IA,19033,Cerro Gordo County,568.31,44151
IA,19035,Cherokee County,576.91,12072
IA,19037,Chickasaw County,504.38,12439
IA,19039,Clarke County,431.17,9286
IA,19041,Clay County,567.24,16667
IA,19043,Clayton County,778.54,18129
IA,19045,Clinton County,694.91,49116
IA,19047,Crawford County,714.19,17096
IA,19049,Dallas County,588.45,66135
IA,19051,Davis County,502.19,8753
IA,19053,Decatur County,531.88,8457
IA,19055,Delaware County,577.76,17764
IA,19057,Des Moines County,416.12,40325
IA,19059,Dickinson County,380.61,16667
IA,19061,Dubuque County,608.30,93653
IA,19063,Emmet County,395.88,10302
IA,19065,Fayette County,730.81,20880
IA,19067,Floyd County,500.63,16303
IA,19069,Franklin County,581.97,10680
IA,19071,Fremont County,511.15,7441
IA,19073,Greene County,569.57,9336
IA,19075,Grundy County,501.86,12453
IA,19077,Guthrie County,590.62,10954
IA,19079,Hamilton County,576.75,15673
IA,19081,Hancock County,571.00,11341
IA,19083,Hardin County,569.31,17534
IA,19085,Harrison County,696.85,14928
IA,19087,Henry County,434.33,20145
IA,19089,Howard County,473.25,9566
IA,19091,Humboldt County,434.35,9815
IA,19093,Ida County,431.51,7089
IA,19095,Iowa County,586.46,16355
IA,19097,Jackson County,636.04,19848
IA,19099,Jasper County,730.42,36842
IA,19101,Jefferson County,435.51,16843
IA,19103,Johnson County,614.04,130882
IA,19105,Jones County,575.62,20638
IA,19107,Keokuk County,579.18,10511
IA,19109,Kossuth County,972.72,15543
IA,19111,Lee County,517.52,35862
IA,19113,Linn County,716.88,211226
IA,19115,Louisa County,401.77,11387
IA,19117,Lucas County,430.59,8898
IA,19119,Lyon County,587.65,11581
IA,19121,Madison County,561.01,15679
IA,19123,Mahaska County,570.86,22381
IA,19125,Marion County,554.53,33309
IA,19127,Marshall County,572.50,40648
IA,19129,Mills County,437.44,15059
IA,19131,Mitchell County,469.13,10776
IA,19133,Monona County,694.07,9243
IA,19135,Monroe County,433.72,7970
IA,19137,Montgomery County,424.10,10740
IA,19139,Muscatine County,437.47,42745
IA,19141,O'Brien County,573.04,14398
IA,19143,Osceola County,398.68,6462
IA,19145,Page County,534.94,15932
IA,19147,Palo Alto County,563.84,9421
IA,19149,Plymouth County,862.89,24986
IA,19151,Pocahontas County,577.24,7310
IA,19153,Polk County,573.79,430640
IA,19155,Pottawattamie County,950.28,93158
IA,19157,Poweshiek County,584.93,18914
IA,19159,Ringgold County,535.50,5131
IA,19161,Sac County,575.01,10350
IA,19163,Scott County,458.09,165224
IA,19165,Shelby County,590.78,12167
IA,19167,Sioux County,768.33,33704
IA,19169,Story County,572.82,89542
IA,19171,Tama County,721.01,17767
IA,19173,Taylor County,531.90,6317
IA,19175,Union County,423.65,12534
IA,19177,Van Buren County,484.79,7570
IA,19179,Wapello County,431.83,35625
IA,19181,Warren County,569.83,46225
IA,19183,Washington County,568.84,21704
IA,19185,Wayne County,525.44,6403
IA,19187,Webster County,715.62,38013
IA,19189,Winnebago County,400.49,10866
IA,19191,Winneshiek County,689.87,21056
IA,19193,Woodbury County,872.83,102172
IA,19195,Worth County,400.12,7598
IA,19197,Wright County,580.42,13229
KS,20001,Allen County,500.30,13371
KS,20003,Anderson County,579.65,8102
KS,20005,Atchison County,431.17,16924
KS,20007,Barber County,1134.07,4861
KS,20009,Barton County,895.40,27674
KS,20011,Bourbon County,635.47,15173
KS,20013,Brown County,570.87,9984
KS,20015,Butler County,1429.86,65880
KS,20017,Chase County,773.06,2790
KS,20019,Chautauqua County,638.88,3669
KS,20021,Cherokee County,587.57,21603
KS,20023,Cheyenne County,1019.89,2726
KS,20025,Clark County,974.63,2215
KS,20027,Clay County,645.30,8535
KS,20029,Cloud County,715.34,9533
KS,20031,Coffey County,626.95,8601
KS,20033,Comanche County,788.30,1891
KS,20035,Cowley County,1125.75,36311
KS,20037,Crawford County,589.76,39134
KS,20039,Decatur County,893.52,2961
KS,20041,Dickinson County,847.07,19754
KS,20043,Doniphan County,393.41,7945
KS,20045,Douglas County,455.87,110826
KS,20047,Edwards County,621.89,3037
KS,20049,Elk County,644.26,2882
KS,20051,Ellis County,899.91,28452
KS,20053,Ellsworth County,715.85,6497
KS,20055,Finney County,1301.97,36776
KS,20057,Ford County,1098.27,33848
KS,20059,Franklin County,571.76,25992
KS,20061,Geary County,384.62,34362
KS,20063,Gove County,1071.66,2695
KS,20065,Graham County,898.52,2597
KS,20067,Grant County,574.80,7829
KS,20069,Gray County,868.87,6006
KS,20071,Greeley County,778.45,1247
KS,20073,Greenwood County,1143.30,6689
KS,20075,Hamilton County,996.51,2690
KS,20077,Harper County,801.27,6034
KS,20079,Harvey County,539.75,34684
KS,20081,Haskell County,577.52,4256
KS,20083,Hodgeman County,859.99,1916
KS,20085,Jackson County,656.22,13462
KS,20087,Jefferson County,532.57,19126
KS,20089,Jewell County,909.78,3077
KS,20091,Johnson County,473.37,544179
KS,20093,Kearny County,870.54,3977
KS,20095,Kingman County,863.36,7858
KS,20097,Kiowa County,722.64,2553
KS,20099,Labette County,645.29,21607
KS,20101,Lane County,717.46,1750
KS,20103,Leavenworth County,462.83,76227
KS,20105,Lincoln County,719.40,3241
KS,20107,Linn County,594.06,9656
KS,20109,Logan County,1072.99,2756
KS,20111,Lyon County,847.47,33690
KS,20113,McPherson County,898.27,29180
KS,20115,Marion County,944.29,12660
KS,20117,Marshall County,900.18,10117
KS,20119,Meade County,978.09,4575
KS,20121,Miami County,575.66,32787
KS,20123,Mitchell County,701.79,6373
KS,20125,Montgomery County,643.53,35471
KS,20127,Morris County,695.28,5923
KS,20129,Morton County,729.73,3233
KS,20131,Nemaha County,717.43,10178
KS,20133,Neosho County,571.47,16512
KS,20135,Ness County,1074.75,3107
KS,20137,Norton County,878.13,5671
KS,20139,Osage County,705.52,16295
KS,20141,Osborne County,892.50,3858
KS,20143,Ottawa County,720.73,6091
KS,20145,Pawnee County,754.26,6973
KS,20147,Phillips County,885.88,5642
KS,20149,Pottawatomie County,841.02,21604
KS,20151,Pratt County,735.04,9656
KS,20153,Rawlins County,1069.42,2519
KS,20155,Reno County,1255.35,64511
KS,20157,Republic County,717.37,4980
KS,20159,Rice County,726.24,10083
KS,20161,Riley County,609.77,71115
KS,20163,Rooks County,890.53,5181
KS,20165,Rush County,717.76,3307
KS,20167,Russell County,886.26,6970
KS,20169,Saline County,720.22,55606
KS,20171,Scott County,717.54,4936
KS,20173,Sedgwick County,997.51,498365
KS,20175,Seward County,639.50,22952
KS,20177,Shawnee County,544.02,177934
KS,20179,Sheridan County,895.96,2556
KS,20181,Sherman County,1056.07,6010
KS,20183,Smith County,895.46,3853
KS,20185,Stafford County,792.05,4437
KS,20187,Stanton County,680.35,2235
KS,20189,Stevens County,727.29,5724
KS,20191,Sumner County,1181.94,24132
KS,20193,Thomas County,1074.69,7900
KS,20195,Trego County,889.48,3001
KS,20197,Wabaunsee County,794.30,7053
KS,20199,Wallace County,913.65,1485
KS,20201,Washington County,894.76,5799
KS,20203,Wichita County,718.57,2234
KS,20205,Wilson County,570.42,9409
KS,20207,Woodson County,497.82,3309
KS,20209,Wyandotte County,151.60,157505
KY,21001,Adair County,405.28,18656
KY,21003,Allen County,344.34,19956
KY,21005,Anderson County,201.83,21421
KY,21007,Ballard County,246.66,8249
KY,21009,Barren County,487.54,42173
KY,21011,Bath County,278.79,11591
KY,21013,Bell County,359.00,28691
KY,21015,Boone County,246.36,118811
KY,21017,Bourbon County,289.72,19985
KY,21019,Boyd County,159.86,49542
KY,21021,Boyle County,180.17,28432
KY,21023,Bracken County,205.61,8488
KY,21025,Breathitt County,492.41,13878
KY,21027,Breckinridge County,567.17,20059
KY,21029,Bullitt County,297.02,74319
KY,21031,Butler County,426.09,12690
KY,21033,Caldwell County,344.79,12984
KY,21035,Calloway County,385.02,37191
KY,21037,Campbell County,151.31,90336
KY,21039,Carlisle County,189.43,5104
KY,21041,Carroll County,128.57,10811
KY,21043,Carter County,409.50,27720
KY,21045,Casey County,444.23,15955
KY,21047,Christian County,717.50,73955
KY,21049,Clark County,252.46,35613
KY,21051,Clay County,469.25,21730
KY,21053,Clinton County,197.25,10272
KY,21055,Crittenden County,359.95,9315
KY,21057,Cumberland County,305.18,6856
KY,21059,Daviess County,458.35,96656
KY,21061,Edmonson County,302.88,12161
KY,21063,Elliott County,234.32,7852
KY,21065,Estill County,253.08,14672
KY,21067,Fayette County,283.65,295803
KY,21069,Fleming County,348.54,14348
KY,21071,Floyd County,393.34,39451
KY,21073,Franklin County,207.75,49285
KY,21075,Fulton County,205.50,6813
KY,21077,Gallatin County,101.23,8589
KY,21079,Garrard County,230.08,16912
KY,21081,Grant County,257.96,24662
KY,21083,Graves County,551.74,37121
KY,21085,Grayson County,496.70,25746
KY,21087,Green County,286.03,11258
KY,21089,Greenup County,344.40,36910
KY,21091,Hancock County,187.65,8565
KY,21093,Hardin County,623.28,105543
KY,21095,Harlan County,465.83,29278
KY,21097,Harrison County,306.36,18846
KY,21099,Hart County,412.09,18199
KY,21101,Henderson County,436.67,46250
KY,21103,Henry County,286.28,15416
KY,21105,Hickman County,242.27,4902
KY,21107,Hopkins County,542.00,46920
KY,21109,Jackson County,345.20,13494
KY,21111,Jefferson County,380.42,741096
KY,21113,Jessamine County,172.12,48586
KY,21115,Johnson County,261.95,23356
KY,21117,Kenton County,160.25,159720
KY,21119,Knott County,351.52,16346
KY,21121,Knox County,386.30,31883
KY,21123,Larue County,261.52,14193
KY,21125,Laurel County,433.95,58849
KY,21127,Lawrence County,415.60,15860
KY,21129,Lee County,208.86,7887
KY,21131,Leslie County,400.84,11310
KY,21133,Letcher County,337.91,24519
KY,21135,Lewis County,482.84,13870
KY,21137,Lincoln County,334.09,24742
KY,21139,Livingston County,313.13,9519
KY,21141,Logan County,552.13,26835
KY,21143,Lyon County,213.84,8314
KY,21145,McCracken County,248.74,65565
KY,21147,McCreary County,426.80,18306
KY,21149,McLean County,252.47,9531
KY,21151,Madison County,437.29,82916
KY,21153,Magoffin County,308.44,13333
KY,21155,Marion County,343.01,19820
KY,21157,Marshall County,301.25,31448
KY,21159,Martin County,229.60,12929
KY,21161,Mason County,240.13,17490
KY,21163,Meade County,305.42,28602
KY,21165,Menifee County,203.58,6306
KY,21167,Mercer County,248.80,21331
KY,21169,Metcalfe County,289.65,10099
KY,21171,Monroe County,329.37,10963
KY,21173,Montgomery County,197.37,26499
KY,21175,Morgan County,381.13,13923
KY,21177,Muhlenberg County,467.08,31499
KY,21179,Nelson County,417.51,43437
KY,21181,Nicholas County,195.17,7135
KY,21183,Ohio County,587.27,23842
KY,21185,Oldham County,187.22,60316
KY,21187,Owen County,351.10,10841
KY,21189,Owsley County,197.41,4755
KY,21191,Pendleton County,277.16,14877
KY,21193,Perry County,339.67,28712
KY,21195,Pike County,786.83,65024
KY,21197,Powell County,178.98,12613
KY,21199,Pulaski County,658.41,63063
KY,21201,Robertson County,99.91,2282
KY,21203,Rockcastle County,316.54,17056
KY,21205,Rowan County,279.80,23333
KY,21207,Russell County,253.66,17565
KY,21209,Scott County,281.77,47173
KY,21211,Shelby County,379.64,42074
KY,21213,Simpson County,234.20,17327
KY,21215,Spencer County,186.68,17061
KY,21217,Taylor County,266.33,24512
KY,21219,Todd County,374.50,12460
KY,21221,Trigg County,441.43,14339
KY,21223,Trimble County,151.65,8809
KY,21225,Union County,342.85,15007
KY,21227,Warren County,541.60,113792
KY,21229,Washington County,297.27,11717
KY,21231,Wayne County,458.17,20813
KY,21233,Webster County,331.94,13621
KY,21235,Whitley County,437.83,35637
KY,21237,Wolfe County,222.17,7355
KY,21239,Woodford County,188.78,24939
LA,22001,Acadia Parish,655.12,61773
LA,22003,Allen Parish,761.85,25764
LA,22005,Ascension Parish,289.98,107215
LA,22007,Assumption Parish,338.66,23421
LA,22009,Avoyelles Parish,832.43,42073
LA,22011,Beauregard Parish,1157.34,35654
LA,22013,Bienville Parish,811.27,14353
LA,22015,Bossier Parish,840.06,116979
LA,22017,Caddo Parish,878.54,254969
LA,22019,Calcasieu Parish,1063.66,192768
LA,22021,Caldwell Parish,529.42,10132
LA,22023,Cameron Parish,1284.89,6839
LA,22025,Catahoula Parish,708.03,10407
LA,22027,Claiborne Parish,754.88,17195
LA,22029,Concordia Parish,696.92,20822
LA,22031,De Soto Parish,875.58,26656
LA,22033,East Baton Rouge Parish,455.37,440171
LA,22035,East Carroll Parish,420.70,7759
LA,22037,East Feliciana Parish,453.41,20267
LA,22039,Evangeline Parish,662.38,33984
LA,22041,Franklin Parish,624.59,20767
LA,22043,Grant Parish,643.03,22309
LA,22045,Iberia Parish,574.11,73240
LA,22047,Iberville Parish,618.63,33387
LA,22049,Jackson Parish,569.18,16274
LA,22051,Jefferson Parish,295.63,432552
LA,22053,Jefferson Davis Parish,651.33,31594
LA,22055,Lafayette Parish,268.72,221578
LA,22057,Lafourche Parish,1068.21,96318
LA,22059,La Salle Parish,624.68,14890
LA,22061,Lincoln Parish,471.74,46735
LA,22063,Livingston Parish,648.17,128026
LA,22065,Madison Parish,624.44,12093
LA,22067,Morehouse Parish,794.93,27979
LA,22069,Natchitoches Parish,1252.25,39566
LA,22071,Orleans Parish,169.42,343829
LA,22073,Ouachita Parish,610.41,153720
LA,22075,Plaquemines Parish,779.91,23042
LA,22077,Pointe Coupee Parish,557.35,22802
LA,22079,Rapides Parish,1317.96,131613
LA,22081,Red River Parish,389.09,9091
LA,22083,Richland Parish,559.04,20725
LA,22085,Sabine Parish,866.66,24233
LA,22087,St. Bernard Parish,377.52,35897
LA,22089,St. Charles Parish,279.08,52780
LA,22091,St. Helena Parish,408.40,11203
LA,22093,St. James Parish,241.54,22102
LA,22095,St. John the Baptist Parish,213.07,45924
LA,22097,St. Landry Parish,923.88,83384
LA,22099,St. Martin Parish,737.65,52160
LA,22101,St. Mary Parish,555.38,54650
LA,22103,St. Tammany Parish,845.55,233740
LA,22105,Tangipahoa Parish,791.27,121097
LA,22107,Tensas Parish,602.78,5252
LA,22109,Terrebonne Parish,1231.81,111860
LA,22111,Union Parish,876.99,22721
LA,22113,Vermilion Parish,1173.20,57999
LA,22115,Vernon Parish,1327.91,52334
LA,22117,Washington Parish,669.52,47168
LA,22119,Webster Parish,593.03,41207
LA,22121,West Baton Rouge Parish,192.39,23788
LA,22123,West Carroll Parish,359.65,11604
LA,22125,West Feliciana Parish,403.21,15625
LA,22127,Winn Parish,950.09,15313
ME,23001,Androscoggin County,467.93,107702
ME,23003,Aroostook County,6671.33,71870
ME,23005,Cumberland County,835.24,281674
ME,23007,Franklin County,1696.61,30768
ME,23009,Hancock County,1586.89,54418
ME,23011,Kennebec County,867.52,122151
ME,23013,Knox County,365.13,39736
ME,23015,Lincoln County,455.82,34457
ME,23017,Oxford County,2076.84,57833
ME,23019,Penobscot County,3397.36,153923
ME,23021,Piscataquis County,3960.86,17535
ME,23023,Sagadahoc County,253.69,35293
ME,23025,Somerset County,3924.40,52228
ME,23027,Waldo County,729.92,38786
ME,23029,Washington County,2562.66,32856
ME,23031,York County,990.71,197131
MD,24001,Allegany County,424.16,75087
MD,24003,Anne Arundel County,414.90,537656
MD,24005,Baltimore County,598.30,805029
MD,24009,Calvert County,213.15,88737
MD,24011,Caroline County,319.42,33066
MD,24013,Carroll County,447.59,167134
MD,24015,Cecil County,346.27,101108
MD,24017,Charles County,457.75,146551
MD,24019,Dorchester County,540.77,32618
MD,24021,Frederick County,660.22,233385
MD,24023,Garrett County,647.10,30097
MD,24025,Harford County,437.09,244826
MD,24027,Howard County,250.74,287085
MD,24029,Kent County,277.03,20197
MD,24031,Montgomery County,491.25,971777
MD,24033,Prince George's County,482.69,863420
MD,24035,Queen Anne's County,371.91,47798
MD,24037,St. Mary's County,357.18,105151
MD,24039,Somerset County,319.72,26470
MD,24041,Talbot County,268.54,37782
MD,24043,Washington County,457.78,147430
MD,24045,Wicomico County,374.44,98733
MD,24047,Worcester County,468.28,51454
MD,24510,Baltimore city,80.94,620961
MA,25001,Barnstable County,393.72,215888
MA,25003,Berkshire County,926.82,131219
MA,25005,Bristol County,553.10,548285
MA,25007,Dukes County,103.25,16535
MA,25009,Essex County,492.56,743159
MA,25011,Franklin County,699.32,71372
MA,25013,Hampden County,617.14,463490
MA,25015,Hampshire County,527.26,158080
MA,25017,Middlesex County,817.82,1503085
MA,25019,Nantucket County,44.97,10172
MA,25021,Norfolk County,396.11,670850
MA,25023,Plymouth County,659.08,494919
MA,25025,Suffolk County,58.15,722023
MA,25027,Worcester County,1510.77,798552
MI,26001,Alcona County,674.59,10942
MI,26003,Alger County,915.07,9601
MI,26005,Allegan County,825.23,111408
MI,26007,Alpena County,571.86,29598
MI,26009,Antrim County,475.70,23580
MI,26011,Arenac County,363.19,15899
MI,26013,Baraga County,898.26,8860
MI,26015,Barry County,553.09,59173
MI,26017,Bay County,442.30,107771
MI,26019,Benzie County,319.70,17525
MI,26021,Berrien County,567.75,156813
MI,26023,Branch County,506.37,45248
MI,26025,Calhoun County,706.23,136146
MI,26027,Cass County,490.06,52293
MI,26029,Charlevoix County,416.34,25949
MI,26031,Cheboygan County,715.26,26152
MI,26033,Chippewa County,1558.42,38520
MI,26035,Clare County,564.32,30926
MI,26037,Clinton County,566.41,75382
MI,26039,Crawford County,556.28,14074
MI,26041,Delta County,1171.10,37069
MI,26043,Dickinson County,761.40,26168
MI,26045,Eaton County,575.17,107759
MI,26047,Emmet County,467.49,32694
MI,26049,Genesee County,636.98,425790
MI,26051,Gladwin County,501.78,25692
MI,26053,Gogebic County,1101.85,16427
MI,26055,Grand Traverse County,464.33,86986
MI,26057,Gratiot County,568.46,42476
MI,26059,Hillsdale County,598.13,46688
MI,26061,Houghton County,1009.10,36628
MI,26063,Huron County,835.71,33118
MI,26065,Ingham County,556.12,280895
MI,26067,Ionia County,571.30,63905
MI,26069,Iosco County,549.10,25887
MI,26071,Iron County,1166.15,11817
MI,26073,Isabella County,572.68,70311
MI,26075,Jackson County,701.67,160248
MI,26077,Kalamazoo County,561.66,250331
MI,26079,Kalkaska County,559.86,17153
MI,26081,Kent County,846.95,602622
MI,26083,Keweenaw County,540.11,2156
MI,26085,Lake County,567.37,11539
MI,26087,Lapeer County,643.01,88319
MI,26089,Leelanau County,347.17,21708
MI,26091,Lenawee County,749.55,99892
MI,26093,Livingston County,565.25,180967
MI,26095,Luce County,899.08,6631
MI,26097,Mackinac County,1021.57,11113
MI,26099,Macomb County,479.22,840978
MI,26101,Manistee County,542.15,24733
MI,26103,Marquette County,1808.40,67077
MI,26105,Mason County,495.07,28705
MI,26107,Mecosta County,555.07,42798
MI,26109,Menominee County,1044.08,24029
MI,26111,Midland County,516.25,83629
MI,26113,Missaukee County,564.73,14849
MI,26115,Monroe County,549.39,152021
MI,26117,Montcalm County,705.40,63342
MI,26119,Montmorency County,546.66,9765
MI,26121,Muskegon County,499.25,172188
MI,26123,Newaygo County,813.20,48460
MI,26125,Oakland County,867.66,1202362
MI,26127,Oceana County,512.07,26570
MI,26129,Ogemaw County,563.49,21699
MI,26131,Ontonagon County,1311.22,6780
MI,26133,Osceola County,566.39,23528
MI,26135,Oscoda County,565.73,8640
MI,26137,Otsego County,514.97,24164
MI,26139,Ottawa County,563.47,263801
MI,26141,Presque Isle County,658.72,13376
MI,26143,Roscommon County,519.64,24449
MI,26145,Saginaw County,800.11,200169
MI,26147,St. Clair County,721.17,163040
MI,26149,St. Joseph County,500.59,61295
MI,26151,Sanilac County,962.57,43114
MI,26153,Schoolcraft County,1171.36,8485
MI,26155,Shiawassee County,530.67,70648
MI,26157,Tuscola County,803.13,55729
MI,26159,Van Buren County,607.47,76258
MI,26161,Washtenaw County,705.97,344791
MI,26163,Wayne County,612.08,1820584
MI,26165,Wexford County,565.00,32735
MN,27001,Aitkin County,1821.66,16202
MN,27003,Anoka County,423.01,330844
MN,27005,Becker County,1315.20,32504
MN,27007,Beltrami County,2504.94,44442
MN,27009,Benton County,408.30,38451
MN,27011,Big Stone County,499.02,5269
MN,27013,Blue Earth County,747.84,64013
MN,27015,Brown County,611.09,25893
MN,27017,Carlton County,861.38,35386
MN,27019,Carver County,354.33,91042
MN,27021,Cass County,2021.54,28567
MN,27023,Chippewa County,581.12,12441
MN,27025,Chisago County,414.86,53887
MN,27027,Clay County,1045.37,58999
MN,27029,Clearwater County,998.94,8695
MN,27031,Cook County,1452.28,5176
MN,27033,Cottonwood County,638.61,11687
MN,27035,Crow Wing County,999.09,62500
MN,27037,Dakota County,562.17,398552
MN,27039,Dodge County,439.28,20087
MN,27041,Douglas County,637.30,36009
MN,27043,Faribault County,712.48,14553
MN,27045,Fillmore County,861.30,20866
MN,27047,Freeborn County,707.09,31255
MN,27049,Goodhue County,756.84,46183
MN,27051,Grant County,548.16,6018
MN,27053,Hennepin County,553.59,1152425
MN,27055,Houston County,552.06,19027
MN,27057,Hubbard County,925.67,20428
MN,27059,Isanti County,435.79,37816
MN,27061,Itasca County,2667.72,45058
MN,27063,Jackson County,702.98,10266
MN,27065,Kanabec County,521.59,16239
MN,27067,Kandiyohi County,796.78,42239
MN,27069,Kittson County,1098.80,4552
MN,27071,Koochiching County,3104.07,13311
MN,27073,Lac qui Parle County,765.02,7259
MN,27075,Lake County,2109.29,10866
MN,27077,Lake of the Woods County,1297.87,4045
MN,27079,Le Sueur County,448.76,27703
MN,27081,Lincoln County,536.76,5896
MN,27083,Lyon County,714.56,25857
MN,27085,McLeod County,491.47,36651
MN,27087,Mahnomen County,557.88,5413
MN,27089,Marshall County,1775.07,9439
MN,27091,Martin County,712.35,20840
MN,27093,Meeker County,608.18,23300
MN,27095,Mille Lacs County,572.31,26097
MN,27097,Morrison County,1125.06,33198
MN,27099,Mower County,711.33,39163
MN,27101,Murray County,704.70,8725
MN,27103,Nicollet County,448.49,32727
MN,27105,Nobles County,715.11,21378
MN,27107,Norman County,872.79,6852
MN,27109,Olmsted County,653.35,144248
MN,27111,Otter Tail County,1972.07,57303
MN,27113,Pennington County,616.57,13930
MN,27115,Pine County,1411.29,29750
MN,27117,Pipestone County,465.05,9596
MN,27119,Polk County,1971.13,31600
MN,27121,Pope County,669.71,10995
MN,27123,Ramsey County,152.21,508640
MN,27125,Red Lake County,432.41,4089
MN,27127,Redwood County,878.57,16059
MN,27129,Renville County,982.91,15730
MN,27131,Rice County,495.68,64142
MN,27133,Rock County,482.45,9687
MN,27135,Roseau County,1671.60,15629
MN,27137,St. Louis County,6247.40,200226
MN,27139,Scott County,356.48,129928
MN,27141,Sherburne County,432.92,88499
MN,27143,Sibley County,588.78,15226
MN,27145,Stearns County,1343.13,150642
MN,27147,Steele County,429.65,36576
MN,27149,Stevens County,563.60,9726
MN,27151,Swift County,742.08,9783
MN,27153,Todd County,944.98,24895
MN,27155,Traverse County,573.90,3558
MN,27157,Wabasha County,522.98,21676
MN,27159,Wadena County,536.27,13843
MN,27161,Waseca County,423.36,19136
MN,27163,Washington County,384.28,238136
MN,27165,Watonwan County,434.95,11211
MN,27167,Wilkin County,750.96,6576
MN,27169,Winona County,626.21,51461
MN,27171,Wright County,661.46,124700
MN,27173,Yellow Medicine County,759.10,10438
MS,28001,Adams County,462.41,32297
MS,28003,Alcorn County,400.04,37057
MS,28005,Amite County,730.10,13131
MS,28007,Attala County,734.98,19564
MS,28009,Benton County,406.62,8729
MS,28011,Bolivar County,876.57,34145
MS,28013,Calhoun County,586.57,14962
MS,28015,Carroll County,628.24,10597
MS,28017,Chickasaw County,501.78,17392
MS,28019,Choctaw County,418.18,8547
MS,28021,Claiborne County,487.41,9604
MS,28023,Clarke County,691.55,16732
MS,28025,Clay County,410.08,20634
MS,28027,Coahoma County,552.44,26151
MS,28029,Copiah County,777.24,29449
MS,28031,Covington County,413.79,19568
MS,28033,DeSoto County,476.15,161252
MS,28035,Forrest County,466.31,74934
MS,28037,Franklin County,563.78,8118
MS,28039,George County,478.71,22578
MS,28041,Greene County,712.76,14400
MS,28043,Grenada County,422.11,21906
MS,28045,Hancock County,473.75,43929
MS,28047,Harrison County,573.99,187105
MS,28049,Hinds County,869.74,245285
MS,28051,Holmes County,756.70,19198
MS,28053,Humphreys County,418.49,9375
MS,28055,Issaquena County,413.05,1406
