Data;Retorno;Volume
27/08/1976;0,003254621;752000
30/08/1976;0,009267088;785600
31/08/1976;0,005050885;936000
01/09/1976;0,011877549;868800
02/09/1976;0,001805723;884800
03/09/1976;0,007688051;632000
07/09/1976;0,005387;1363200
08/09/1976;0,01071464;1512000
09/09/1976;0,003610435;835200
10/09/1976;0,005395451;673600
13/09/1976;0,006708427;969600
14/09/1976;0,001350994;585600
15/09/1976;0,000898899;987200
16/09/1976;0,020665561;1529600
17/09/1976;0;1921600
20/09/1976;0,000880109;1294400
21/09/1976;0,012312305;1369600
22/09/1976;0,007818956;1846400
23/09/1976;0,00437783;1347200
24/09/1976;0,001759073;944000
27/09/1976;0,010572231;841600
28/09/1976;0,010025296;1417600
29/09/1976;0,008367033;1702400
30/09/1976;0,000444065;1008000
01/10/1976;0,003109833;1460800
04/10/1976;0,001782184;929600
05/10/1976;0,003571343;1491200
06/10/1976;0,001791764;1694400
07/10/1976;0,006261594;1627200
08/10/1976;0,010667221;1481600
11/10/1976;0,000898092;1006400
12/10/1976;0,022481936;1894400
13/10/1976;0,002759771;2614400
14/10/1976;0,029357932;2409600
15/10/1976;0,007561688;2555200
18/10/1976;0,004285858;1448000
19/10/1976;0,000474607;1816000
20/10/1976;0;1084800
21/10/1976;0,023718233;1680000
22/10/1976;0,002915992;1763200
25/10/1976;0,011695629;1192000
26/10/1976;0,015414117;1326400
27/10/1976;0,009488204;1374400
28/10/1976;0,001879762;1273600
29/10/1976;0,019700038;1694400
01/11/1976;0,001839987;1499200
03/11/1976;0,011981752;1825600
04/11/1976;0,006114774;1201600
05/11/1976;0,0191685;1424000
08/11/1976;0,010485295;2337600
09/11/1976;0,002890007;1444800
10/11/1976;0,002881679;1185600
11/11/1976;0,013409772;710400
12/11/1976;0,009451328;1262400
15/11/1976;0,008587508;1753600
16/11/1976;0,002838487;1417600
17/11/1976;0,015181191;1329600
18/11/1976;0,013083495;1539200
19/11/1976;0,003690313;1216000
22/11/1976;0,005555658;1182400
23/11/1976;0,007826718;803200
24/11/1976;0,010673363;673600
26/11/1976;0,006886862;868800
29/11/1976;0,010032099;1508800
30/11/1976;0,001381981;889600
01/12/1976;0,005535365;1278400
02/12/1976;0;1278400
03/12/1976;0,00927724;1152000
06/12/1976;0,003675911;1028800
07/12/1976;0,008242116;1371200
08/12/1976;0,007387444;1219200
09/12/1976;0,004583242;1368000
10/12/1976;0,001841446;1116800
13/12/1976;0,003690313;1147200
14/12/1976;0,000462867;1652800
15/12/1976;0,004168778;1264000
16/12/1976;0,005580656;1356800
17/12/1976;0,008419233;1011200
20/12/1976;0,002830026;830400
21/12/1976;0,017403783;1708800
22/12/1976;0,000462224;1412800
23/12/1976;0,005088077;1251200
27/12/1976;0,021628736;1124800
28/12/1976;0,00360326;1915200
29/12/1976;0,007181663;942400
30/12/1976;0,014466816;1009600
31/12/1976;0,00490195;1126400
03/01/1977;0,009404663;1118400
04/01/1977;0,012657849;1443200
05/01/1977;0,003663071;1182400
06/01/1977;0;1035200
07/01/1977;0,007298783;1072000
10/01/1977;0,002758443;1209600
11/01/1977;0,00829446;1233600
12/01/1977;0;1817600
13/01/1977;0,00557631;1470400
14/01/1977;0;1812800
17/01/1977;0,009242103;1979200
18/01/1977;0,008241701;2036800
19/01/1977;0,008174742;1902400
20/01/1977;0,016216507;1657600
21/01/1977;0,003663071;2238400
24/01/1977;0,008211415;1859200
25/01/1977;0,007360254;1934400
26/01/1977;0,005560807;1684800
27/01/1977;0,000932406;1140800
28/01/1977;0,014897638;1390400
31/01/1977;0,01009151;1228800
01/02/1977;0,004540998;1401600
02/02/1977;0,008136969;1342400
03/02/1977;0,002299528;1302400
04/02/1977;0,007838114;1433600
07/02/1977;0,005576164;1083200
08/02/1977;0,001848622;1420800
09/02/1977;0,007406935;1601600
10/02/1977;0,003731103;1324800
11/02/1977;0,007434677;1246400
14/02/1977;0,02715323;1720000
15/02/1977;0,00729215;1560000
16/02/1977;0,002755313;1700800
17/02/1977;0,003683212;1112000
18/02/1977;0,001386881;1073600
22/02/1977;0,020824008;1788800
23/02/1977;0,001814037;1614400
24/02/1977;0,002715823;830400
25/02/1977;0;1366400
28/02/1977;0,001815479;828800
01/03/1977;0,003623362;1408000
02/03/1977;0,001805849;1147200
03/03/1977;0,006328965;1529600
04/03/1977;0,000897962;2107200
07/03/1977;0,008992735;1228800
08/03/1977;0,001336438;1992000
09/03/1977;0,001784702;4632000
10/03/1977;0,017433464;2286400
11/03/1977;0,004393737;1500800
14/03/1977;0,002647916;1136000
15/03/1977;0,004401077;1356800
16/03/1977;0,004381793;2099200
17/03/1977;0,001759957;1380800
18/03/1977;0;1339200
21/03/1977;0,000882519;822400
22/03/1977;0,007943352;1657600
23/03/1977;0,010507211;1886400
24/03/1977;0,008407158;1540800
25/03/1977;0,00937099;1329600
28/03/1977;0,00630575;1163200
29/03/1977;0,004925222;915200
30/03/1977;0,014254571;2430400
31/03/1977;0,000452531;971200
01/04/1977;0,00542532;1702400
04/04/1977;0,008093764;923200
05/04/1977;0,004532345;1766400
06/04/1977;0,003642139;1246400
07/04/1977;0,00453768;800000
11/04/1977;0,000451516;1408000
12/04/1977;0,007681665;1635200
13/04/1977;0,017937278;3809600
14/04/1977;0,006391926;2072000
15/04/1977;0,001837601;2112000
18/04/1977;0,00183423;1276800
19/04/1977;0,003217245;1209600
20/04/1977;0,004150016;1820800
21/04/1977;0,022221844;2872000
22/04/1977;0,022727514;3444800
25/04/1977;0,000968876;2467200
26/04/1977;0,00484056;1529600
27/04/1977;0,006743792;1544000
28/04/1977;0,005741151;1904000
29/04/1977;0,003850687;1304000
02/05/1977;0,004831206;1182400
03/05/1977;0,004807762;1382400
04/05/1977;0,006219455;1323200
05/05/1977;0,000480257;1441600
06/05/1977;0,016315135;1692800
09/05/1977;0,003901518;1361600
10/05/1977;0;1291200
11/05/1977;0,009794719;1536000
12/05/1977;0,001482916;1739200
13/05/1977;0,003467038;1222400
16/05/1977;0;1283200
17/05/1977;0,008390106;1472000
18/05/1977;0,005383645;1609600
19/05/1977;0,006890372;1004800
20/05/1977;0,009415707;2232000
23/05/1977;0,018008644;2132800
24/05/1977;0,008660289;1926400
25/05/1977;0,001514821;1200000
26/05/1977;0,007587171;1014400
27/05/1977;0,015060301;1494400
31/05/1977;0,001019976;1046400
01/06/1977;0,010183033;1812800
02/06/1977;0,006048858;1529600
03/06/1977;0,017241302;1444800
06/06/1977;0,000996718;1201600
07/06/1977;0,009481039;404800
08/06/1977;0;1468800
09/06/1977;0,006426089;1030400
10/06/1977;0,001492433;934400
13/06/1977;0,00745281;785600
14/06/1977;0,019722461;2203200
15/06/1977;0,00096748;2424000
16/06/1977;0,005797553;2136000
17/06/1977;0,000971749;987200
20/06/1977;0,009709788;1059200
21/06/1977;0,000962325;1945600
22/06/1977;0,002405777;1393600
23/06/1977;0,006242058;1472000
24/06/1977;0,015266946;1744000
27/06/1977;0,004229234;851200
28/06/1977;0,011231156;1864000
29/06/1977;0,00425947;2177600
30/06/1977;0,004711996;1510400
01/07/1977;0,008997051;1112000
05/07/1977;0,000477113;920000
06/07/1977;0,006214562;1612800
07/07/1977;0,006253424;1035200
08/07/1977;0,009082217;1049600
11/07/1977;0,002893938;851200
12/07/1977;0,001442901;1072000
13/07/1977;0,006262246;936000
15/07/1977;0,034465321;3744000
18/07/1977;0,014346273;3131200
19/07/1977;0,003193003;2142400
20/07/1977;0,006821007;1404800
21/07/1977;0;1512000
22/07/1977;0,000915687;1368000
25/07/1977;0,002286715;988800
26/07/1977;0,008214449;952000
27/07/1977;0,015186739;1388800
28/07/1977;0,001868612;1148800
29/07/1977;0,004212977;876800
01/08/1977;0,00606018;673600
02/08/1977;0,001853439;740800
03/08/1977;0,00185688;1171200
04/08/1977;0,006548226;1952000
05/08/1977;0,009293078;976000
08/08/1977;0,00938087;1102400
09/08/1977;0,006154557;1270400
10/08/1977;0,009882948;984000
11/08/1977;0,007922871;1097600
12/08/1977;0,000468422;676800
15/08/1977;0,012687483;840000
16/08/1977;0,006032163;752000
17/08/1977;0,003734707;864000
18/08/1977;0,000930152;1147200
19/08/1977;0,002327954;908800
22/08/1977;0,007895679;888000
23/08/1977;0,004148119;980800
24/08/1977;0,007866252;1000000
25/08/1977;0,002798264;734400
26/08/1977;0,001403264;1091200
29/08/1977;0,007005667;939200
30/08/1977;0,010667794;876800
31/08/1977;0,006563368;998400
01/09/1977;0,004657258;836800
02/09/1977;0,005147366;1027200
06/09/1977;0,000465919;816000
07/09/1977;0,001862288;704000
08/09/1977;0,009333333;1064000
09/09/1977;0,009891633;1368000
12/09/1977;0;1201600
13/09/1977;0;793600
14/09/1977;0,001427717;664000
15/09/1977;0,001425681;864000
16/09/1977;0,013320746;1579200
19/09/1977;0,013500159;1408000
20/09/1977;0,012707476;1446400
21/09/1977;0,010618326;1214400
22/09/1977;0,005366894;1240000
23/09/1977;0,002427077;1126400
26/09/1977;0,009728286;416000
27/09/1977;0,004817173;1190400
28/09/1977;0,004840491;1030400
29/09/1977;0,003371363;1035200
30/09/1977;0,002400811;838400
03/10/1977;0,005747682;1161600
04/10/1977;0,013333845;1345600
05/10/1977;0,006274224;1273600
06/10/1977;0,00194295;920000
07/10/1977;0,002424084;1115200
10/10/1977;0,002915627;358400
11/10/1977;0,005813875;806400
12/10/1977;0,004873085;1260800
13/10/1977;0,008814335;1467200
14/10/1977;0,001456826;1734400
17/10/1977;0,003393035;828800
18/10/1977;0,005314186;859200
19/10/1977;0,005342363;835200
20/10/1977;0,006836419;1219200
21/10/1977;0,003879389;1494400
24/10/1977;0;1584000
25/10/1977;0,005797448;1969600
26/10/1977;0,0126336;3012800
27/10/1977;0,000959187;1652800
28/10/1977;0,005283132;833600
31/10/1977;0,006277888;950400
01/11/1977;0,005830398;1611200
02/11/1977;0,014313564;2948800
03/11/1977;0,001501636;2316800
04/11/1977;0,012000307;2996800
07/11/1977;0,003952813;1339200
08/11/1977;0,003968067;1444800
09/11/1977;0,006972216;1451200
10/11/1977;0,025717186;2387200
11/11/1977;0,003374645;1784000
14/11/1977;0,007208048;1147200
15/11/1977;0,010648939;1904000
16/11/1977;0,01197397;1193600
17/11/1977;0,000485237;1083200
18/11/1977;0,008720942;1542400
21/11/1977;0,000960151;958400
22/11/1977;0,022073372;2008000
23/11/1977;0,008450716;1737600
25/11/1977;0,000931055;923200
28/11/1977;0,006511119;1766400
29/11/1977;0,015449418;1710400
30/11/1977;0,004278878;2140800
01/12/1977;0,003787701;956800
02/12/1977;0,005703154;1217600
05/12/1977;0,005198348;1160000
06/12/1977;0,009976504;2400000
07/12/1977;0,001920133;1736000
08/12/1977;0,005268263;1100800
09/12/1977;0,008098399;1726400
12/12/1977;0,004725677;1041600
13/12/1977;0,003798492;958400
14/12/1977;0,007568855;923200
15/12/1977;0,005633742;1697600
16/12/1977;0,003776558;1030400
19/12/1977;0,002370485;876800
20/12/1977;0,004275437;1761600
21/12/1977;0,006622619;1569600
22/12/1977;0,005639243;2337600
23/12/1977;0,010280297;3190400
27/12/1977;0;1436800
28/12/1977;0,002775279;1257600
29/12/1977;0,006457059;1721600
30/12/1977;0,002750442;1907200
03/01/1978;0,017367635;1430400
04/01/1978;0,007441916;2448000
05/01/1978;0,014311925;1961600
06/01/1978;0,000468668;1700800
09/01/1978;0,00702224;2963200
10/01/1978;0,006973272;3768000
11/01/1978;0,003277304;2214400
12/01/1978;0,001878932;1984000
13/01/1978;0,002344721;1320000
16/01/1978;0,005639243;1803200
17/01/1978;0,005607213;1571200
18/01/1978;0,00092973;1420800
19/01/1978;0,006499634;1574400
20/01/1978;0,004672881;1339200
23/01/1978;0,003286742;2814400
24/01/1978;0,002355356;1816000
25/01/1978;0,0004698;1340800
26/01/1978;0,00611212;1609600
27/01/1978;0,002838295;1710400
30/01/1978;0,00707586;1118400
31/01/1978;0,005151675;1280000
01/02/1978;0;1131200
02/02/1978;0,008475403;1870400
03/02/1978;0,006701832;1681600
06/02/1978;0,000483541;942400
07/02/1978;0,008704604;1099200
08/02/1978;0,002397379;1160000
09/02/1978;0,001441013;961600
10/02/1978;0,006737962;979200
13/02/1978;0,001453509;1614400
14/02/1978;0,00435399;1030400
15/02/1978;0;1384000
16/02/1978;0,004859365;1798400
17/02/1978;0,002929098;1641600
21/02/1978;0;2219200
22/02/1978;0,001958891;1566400
23/02/1978;0,004906205;1678400
24/02/1978;0,002441652;2072000
27/02/1978;0,011202647;1064000
28/02/1978;0,009852778;1960000
01/03/1978;0,000995468;1932800
02/03/1978;0,009940068;2836800
03/03/1978;0,015060663;3064000
06/03/1978;0,017838531;2640000
07/03/1978;0,016086506;2897600
08/03/1978;0,005618499;2582400
09/03/1978;0,007618843;2739200
10/03/1978;0,006140897;3918400
13/03/1978;0,015447545;3552000
14/03/1978;0,013597385;3280000
15/03/1978;0,008770723;1854400
16/03/1978;0,013013557;1609600
17/03/1978;0,002568744;1484800
20/03/1978;0,012813244;1923200
21/03/1978;0,006230616;2409600
22/03/1978;0,001044045;2008000
23/03/1978;0,001044532;1164800
27/03/1978;0,006256156;1464000
28/03/1978;0,005770649;1342400
29/03/1978;0,004694453;1270400
30/03/1978;0,002620582;1219200
31/03/1978;0,009984602;2732800
03/04/1978;0,003185446;1817600
04/04/1978;0,007406824;2838400
05/04/1978;0,014180422;2155200
06/04/1978;0,00310702;2856000
07/04/1978;0,001039648;1796800
10/04/1978;0,000518053;1865600
11/04/1978;0,004667446;1617600
12/04/1978;0,015111799;2337600
13/04/1978;0,013755433;5729600
14/04/1978;0,01670216;3864000
17/04/1978;0,031314391;4876800
18/04/1978;0,000497338;3696000
19/04/1978;0,006965704;2444800
20/04/1978;0,001976525;2801600
21/04/1978;0,001971988;2268800
24/04/1978;0,015747615;1760000
25/04/1978;0,014534884;5987200
26/04/1978;0,002388427;4401600
27/04/1978;0,003335789;2715200
28/04/1978;0,017208665;2561600
01/05/1978;0,003760061;2176000
02/05/1978;0,003745976;1649600
03/05/1978;0,010338495;2280000
04/05/1978;0,000979999;3747200
05/05/1978;0,007194836;1459200
08/05/1978;0,010953397;1089600
09/05/1978;0,002407312;1222400
10/05/1978;0,001921348;1190400
11/05/1978;0,021174892;1364800
12/05/1978;0,009896373;1843200
15/05/1978;0,012850739;1694400
16/05/1978;0,004699435;3638400
17/05/1978;0,004677454;3400000
18/05/1978;0,005639042;1609600
19/05/1978;0,008979301;1598400
22/05/1978;0,017644163;1337600
23/05/1978;0,013589586;1336000
24/05/1978;0,002374277;1240000
25/05/1978;0,004762497;1190400
26/05/1978;0,001914196;1208000
30/05/1978;0,001438401;1270400
31/05/1978;0,011010265;1292800
01/06/1978;0,004356149;2372800
02/06/1978;0,014098078;1107200
05/06/1978;0,01965487;1848000
06/06/1978;0,000470225;2310400
07/06/1978;0,00281922;2286400
08/06/1978;0,010367505;2790400
09/06/1978;0,003730575;2080000
12/06/1978;0,004181472;1752000
13/06/1978;0,023798023;1307200
14/06/1978;0,011394294;3136000
15/06/1978;0,004149483;1208000
16/06/1978;0,01388944;1473600
19/06/1978;0,0112683;1350400
20/06/1978;0,012535137;1411200
21/06/1978;0,007992817;1524800
22/06/1978;0,006063454;1521600
23/06/1978;0,014546595;1393600
26/06/1978;0,016191352;1457600
27/06/1978;0,010164417;1689600
28/06/1978;0,003354456;1360000
29/06/1978;0,008118776;1094400
30/06/1978;0,009147498;728000
03/07/1978;0,001944168;638400
05/07/1978;0,004869368;1638400
06/07/1978;0,001452905;1276800
07/07/1978;0,00822421;816000
10/07/1978;0,00191889;961600
11/07/1978;0,004807679;1806400
12/07/1978;0,001449519;1118400
13/07/1978;0,003870581;990400
14/07/1978;0,031325417;2728000
17/07/1978;0,005607619;3859200
18/07/1978;0,005639042;1872000
19/07/1978;0,019849077;1891200
20/07/1978;0,006024512;2891200
21/07/1978;0,007926341;1294400
24/07/1978;0,002774882;1715200
25/07/1978;0,007379734;2390400
26/07/1978;0,001831027;4206400
27/07/1978;0,010055755;2404800
28/07/1978;0,008596599;2764800
31/07/1978;0,008524093;2123200
01/08/1978;0,006672579;2854400
02/08/1978;0,049708844;3564800
03/08/1978;0,017647496;4214400
04/08/1978;0,012279882;2819200
07/08/1978;0,008664521;3656000
08/08/1978;0,013111669;3105600
09/08/1978;0,003451437;4968000
10/08/1978;0,004329422;1793600
11/08/1978;0,00521786;1334400
14/08/1978;0,001297648;1465600
15/08/1978;0,00996083;1316800
16/08/1978;0,018010365;3454400
17/08/1978;0,005055034;2377600
18/08/1978;0,005080002;1771200
21/08/1978;0,001276485;1323200
22/08/1978;0,010651751;1729600
23/08/1978;0,004215546;2126400
24/08/1978;0,002518142;1606400
25/08/1978;0,000840729;1252800
28/08/1978;0,007568734;966400
29/08/1978;0,008475034;984000
30/08/1978;0,001709856;779200
31/08/1978;0,003839978;734400
01/09/1978;0,005567393;1025600
05/09/1978;0,025553616;1940800
06/09/1978;0,003321388;2520000
07/09/1978;0,002500486;1724800
08/09/1978;0,017543575;2000000
11/09/1978;0,016420215;1334400
12/09/1978;0,004591058;1401600
13/09/1978;0,019526212;1793600
14/09/1978;0,0050852;1344000
15/09/1978;0,012776268;1467200
18/09/1978;0,002588578;2632000
19/09/1978;0,008650804;1276800
20/09/1978;0,006980445;1604800
21/09/1978;0,00175775;1784000
22/09/1978;0;1563200
25/09/1978;0,012323869;1788800
26/09/1978;0,001782816;1363200
27/09/1978;0,021352149;1369600
28/09/1978;0,00727235;1552000
29/09/1978;0;1454400
02/10/1978;0,012635301;1179200
03/10/1978;0,013814801;1507200
04/10/1978;0,01943074;2017600
05/10/1978;0,010638501;1996800
06/10/1978;0,00089516;1036800
09/10/1978;0,015245939;1340800
10/10/1978;0,006183522;1211200
11/10/1978;0,032888226;1449600
12/10/1978;0,012048307;3908800
13/10/1978;0,003483224;1716800
16/10/1978;0,024476286;1464000
17/10/1978;0;2816000
18/10/1978;0,002688319;2300800
19/10/1978;0,013404799;1996800
20/10/1978;0,004075543;2928000
23/10/1978;0,003157974;2300800
24/10/1978;0,010790813;1712000
25/10/1978;0,004545315;2257600
26/10/1978;0,004110195;1560000
27/10/1978;0,011463254;2374400
30/10/1978;0,012987922;3030400
31/10/1978;0,032051658;3100800
01/11/1978;0,056453537;3569600
02/11/1978;0,024446679;3564800
03/11/1978;0,003248521;2889600
06/11/1978;0,016293594;1401600
07/11/1978;0,007098461;2435200
08/11/1978;0,013822363;2086400
09/11/1978;0,007993031;2051200
10/11/1978;0,000472755;1040000
13/11/1978;0,014699789;1435200
14/11/1978;0,000963087;1939200
15/11/1978;0,005769746;2014400
16/11/1978;0,009671577;1500800
17/11/1978;0;1491200
20/11/1978;0,010535607;1475200
21/11/1978;0,000948679;1892800
22/11/1978;0,015151815;1211200
24/11/1978;0,005129528;1372800
27/11/1978;0,006961476;1112000
28/11/1978;0,012442448;2224000
29/11/1978;0,008866445;1584000
30/11/1978;0,015066019;1464000
01/12/1978;0,01437799;2315200
04/12/1978;0,001372534;1390400
05/12/1978;0,015068217;2136000
06/12/1978;0,000450415;2180800
07/12/1978;0,007195135;1516800
08/12/1978;0,006340897;892800
11/12/1978;0,013674889;1505600
12/12/1978;0,007195135;1412800
13/12/1978;0,006340897;1233600
14/12/1978;0;1651200
15/12/1978;0,004102752;1304000
18/12/1978;0,019065102;1716800
19/12/1978;0,047200159;3227200
20/12/1978;0,005302619;4214400
21/12/1978;0,002197847;2220800
22/12/1978;0,039648019;3225600
26/12/1978;0,049151932;5168000
27/12/1978;0,022617084;3648000
28/12/1978;0,00495878;2923200
29/12/1978;0,018091788;2115200
02/01/1979;0,016750931;2672000
03/01/1979;0,009884184;2920000
04/01/1979;0,004894403;3256000
05/01/1979;0,00327927;1732800
08/01/1979;0,004902571;1980800
09/01/1979;0,004926724;1800000
10/01/1979;0,002042695;1246400
11/01/1979;0,020057369;2707200
12/01/1979;0,004012922;3940800
15/01/1979;0,008792474;3456000
16/01/1979;0,018621122;2481600
17/01/1979;0,002018949;2033600
18/01/1979;0,00241779;1342400
19/01/1979;0,014469906;1929600
22/01/1979;0,016313201;2691200
23/01/1979;0,000803087;1952000
24/01/1979;0,008834517;1844800
25/01/1979;0,011344597;1529600
26/01/1979;0,003205361;1760000
29/01/1979;0,005591501;1387200
30/01/1979;0,002409856;1627200
31/01/1979;0,010416377;1584000
01/02/1979;0,007287934;1550400
02/02/1979;0,00884245;1360000
05/02/1979;0,008110798;1907200
06/02/1979;0,007358418;2131200
07/02/1979;0,005199403;2694400
08/02/1979;0,003768071;1246400
09/02/1979;0,007092798;1457600
12/02/1979;0,016156267;1259200
13/02/1979;0,004891862;2121600
14/02/1979;0,008519754;1318400
15/02/1979;0,009002571;1073600
16/02/1979;0,00567781;1120000
20/02/1979;0,004893858;1252800
21/02/1979;0,006493478;1100800
22/02/1979;0,00776172;1364800
23/02/1979;0,004527892;801600
26/02/1979;0,005788984;739200
27/02/1979;0,016035506;1910400
28/02/1979;0,002924904;1324800
01/03/1979;0,003333663;1304000
02/03/1979;0,000830947;998400
05/03/1979;0,017872404;1496000
06/03/1979;0,007350453;1481600
07/03/1979;0,002879525;1238400
08/03/1979;0,013945841;1156800
09/03/1979;0,004045332;1435200
12/03/1979;0,007310973;1777600
13/03/1979;0,004838107;1939200
14/03/1979;0,003241644;1288000
15/03/1979;0,002032364;1096000
16/03/1979;0,006109678;1084800
19/03/1979;0,006072744;1470400
20/03/1979;0,000402517;1147200
21/03/1979;0,017713377;1915200
22/03/1979;0;2068800
23/03/1979;0,00316389;1491200
26/03/1979;0,008730896;1444800
27/03/1979;0,027221916;2260800
28/03/1979;0,00935304;2452800
29/03/1979;0;1803200
30/03/1979;0,007081212;1430400
02/04/1979;0,00435796;1536000
03/04/1979;0,017111094;2008000
04/04/1979;0,006259916;2280000
05/04/1979;0,010236219;1648000
06/04/1979;0,007015303;1235200
09/04/1979;0,001570907;1358400
10/04/1979;0,003134458;1624000
11/04/1979;0,025000214;3224000
12/04/1979;0,000801155;1784000
16/04/1979;0,000401064;1572800
17/04/1979;0,002808244;1496000
18/04/1979;0,001600406;1395200
19/04/1979;0,010015922;1289600
20/04/1979;0,006879714;1984000
23/04/1979;0,010594606;1972800
24/04/1979;0,00080699;1641600
25/04/1979;0,005640212;1286400
26/04/1979;0,010015922;1854400
27/04/1979;0,005260859;1572800
30/04/1979;0,012077204;1870400
01/05/1979;0,004376117;1897600
02/05/1979;0,007524534;1579200
03/05/1979;0,00550308;2384000
04/05/1979;0,015997491;1950400
07/05/1979;0,00722814;1350400
08/05/1979;0,009708075;2024000
09/05/1979;0,00721191;1356800
10/05/1979;0,00807018;1187200
11/05/1979;0,003661451;1076800
14/05/1979;0,001215866;798400
15/05/1979;0,009740093;1536000
16/05/1979;0,005737215;1380800
17/05/1979;0,008964693;1137600
18/05/1979;0,006462314;1148800
21/05/1979;0,002439151;1052800
22/05/1979;0,002433879;1206400
23/05/1979;0,009708736;1054400
24/05/1979;0,002450604;1150400
25/05/1979;0;657600
29/05/1979;0,000814927;902400
30/05/1979;0,010993135;1161600
31/05/1979;0,001234887;2072000
01/06/1979;0,003289866;916800
04/06/1979;0,003279078;783200
05/06/1979;0,024671307;1302000
06/06/1979;0,004815163;1414000
07/06/1979;0,004838461;1098000
08/06/1979;0,006421146;1248400
11/06/1979;0,001616363;1138000
12/06/1979;0,006450731;2048400
13/06/1979;0,033652962;2430800
14/06/1979;0,009950414;2513200
15/06/1979;0,00502521;2069200
18/06/1979;0,020202361;1433200
19/06/1979;0,001718243;1578400
20/06/1979;0,005163776;2396800
21/06/1979;0,006849256;1800800
22/06/1979;0,008503546;1217600
25/06/1979;0,003372566;1156800
26/06/1979;0,015228855;1532400
27/06/1979;0,010309456;1353200
28/06/1979;0,005102301;964800
29/06/1979;0,006768303;1240000
02/07/1979;0,013629198;1423200
03/07/1979;0;836400
05/07/1979;0,003454292;1244800
06/07/1979;0,020797769;1598400
09/07/1979;0,001697822;1173200
10/07/1979;0,017006919;1510800
11/07/1979;0,008650667;1520400
12/07/1979;0,020941879;2434800
13/07/1979;0,001783472;3950000
16/07/1979;0,007143348;1461600
17/07/1979;0,017730439;2236400
18/07/1979;0,003610355;2218000
19/07/1979;0;1510800
20/07/1979;0,003596632;2029600
23/07/1979;0,00896018;1671200
24/07/1979;0,003617437;1226000
25/07/1979;0,009075313;1472400
26/07/1979;0,014388549;1976800
27/07/1979;0;1544400
30/07/1979;0,009124056;870000
31/07/1979;0,009041191;1246000
01/08/1979;0,003583926;1281600
02/08/1979;0,00535669;1371600
03/08/1979;0,010772545;1050800
06/08/1979;0,005445299;1253600
07/08/1979;0,021660468;2619200
08/08/1979;0,007368018;2331600
09/08/1979;0,007207924;2331600
10/08/1979;0,021779117;2010400
13/08/1979;0,001776331;1956000
14/08/1979;0;2134800
15/08/1979;0,028469538;1993200
16/08/1979;0,008651166;1907200
17/08/1979;0,005234588;1130400
20/08/1979;0,005262133;1401200
21/08/1979;0,010470937;1046000
22/08/1979;0,005290513;2126800
23/08/1979;0,0124112;1567600
24/08/1979;0;1348000
27/08/1979;0,00538531;1355600
28/08/1979;0;1573600
29/08/1979;0,005356464;1172800
30/08/1979;0,001795466;821200
31/08/1979;0,007193692;1073200
04/09/1979;0,019642171;1526000
05/09/1979;0,005465255;2772800
06/09/1979;0,009157089;1264400
07/09/1979;0,001848381;1626400
10/09/1979;0,003689568;1223200
11/09/1979;0,014815356;1866000
12/09/1979;0,003759491;2611200
13/09/1979;0,007547546;1597200
14/09/1979;0,016853868;2008400
17/09/1979;0,009208048;2155600
18/09/1979;0,009124033;1630800
19/09/1979;0,001841758;1586000
20/09/1979;0,051661032;1759600
21/09/1979;0,017544633;2504400
24/09/1979;0,030356721;2102800
25/09/1979;0,011049992;2541600
26/09/1979;0,007286149;1980400
27/09/1979;0,001834259;1458000
28/09/1979;0,007325634;1280000
01/10/1979;0,00184497;1048000
02/10/1979;0,009241716;1590800
03/10/1979;0;1420000
04/10/1979;0,005495289;1079200
05/10/1979;0,003642523;1468000
08/10/1979;0,021778384;1693200
09/10/1979;0,020408003;2308400
10/10/1979;0,026514834;4156000
11/10/1979;0,018450262;2263600
12/10/1979;0,011277902;1872400
15/10/1979;0,00570308;2604400
16/10/1979;0,019120722;3821600
17/10/1979;0,013645061;2012400
18/10/1979;0,005928696;2502400
19/10/1979;0,015905352;2287600
22/10/1979;0,010101564;2487200
23/10/1979;0,003999692;2263600
24/10/1979;0,003983759;2394000
25/10/1979;0,006000649;1348400
26/10/1979;0,002012427;1200400
29/10/1979;0,004016365;1023600
30/10/1979;0,023999769;1417600
31/10/1979;0,025390748;1664400
01/11/1979;0,018036208;1332000
02/11/1979;0,003936706;1046800
05/11/1979;0,001976232;1002800
06/11/1979;0,005941036;1198400
07/11/1979;0,006301669;1569200
08/11/1979;0,006097809;2174800
09/11/1979;0,002020016;2100400
12/11/1979;0,018218752;1743600
13/11/1979;0,009941218;1369200
14/11/1979;0,004017295;1750000
15/11/1979;0;2076000
16/11/1979;0,008001247;1421600
19/11/1979;0,002015543;1312800
20/11/1979;0,004040433;1648000
21/11/1979;0;1567200
23/11/1979;0,006084631;1174400
26/11/1979;0,04233884;2154800
27/11/1979;0,001934058;2714800
28/11/1979;0,019380377;2090000
29/11/1979;0;1306800
30/11/1979;0,007604427;1135600
03/12/1979;0,003831825;835600
04/12/1979;0,005769847;1167200
05/12/1979;0,005735795;1510400
06/12/1979;0,022813659;1134000
07/12/1979;0,009293746;2329600
10/12/1979;0,003752745;1028800
11/12/1979;0,011298582;1575600
12/12/1979;0,005714513;1182000
13/12/1979;0,003831825;1318800
14/12/1979;0,015384727;1649600
17/12/1979;0,009469199;1114800
18/12/1979;0,021033216;2102000
19/12/1979;0,005860002;1996000
