Apolice;Inicio de vigência;Fim de vigência;Qtd_Sinistros;sin_liq_casco
318072;25/01/2021;25/01/2022;1;4286.15
318210;28/01/2021;28/01/2022;1;14276.51
318246;14/08/2021;14/08/2022;1;8430.91
318271;17/11/2021;17/11/2022;1;1371.29
318343;13/09/2021;13/09/2022;1;7205.22
318344;25/11/2021;25/11/2022;1;3079.53
318361;25/04/2021;25/04/2022;1;1000
318433;25/01/2021;25/01/2022;1;4286.15
318467;18/01/2021;18/01/2022;1;5468.45
318576;28/01/2021;28/01/2022;1;14276.51
318578;25/09/2021;25/09/2022;1;9062.06
318607;14/08/2021;14/08/2022;1;8430.91
318634;17/11/2021;17/11/2022;1;1371.29
318700;02/12/2021;02/12/2022;1;7205.22
318701;25/11/2021;25/11/2022;1;3079.53
318760;31/05/2021;31/05/2022;1;2620.16
318775;04/09/2021;04/09/2022;1;4328.01
318807;13/03/2021;13/03/2022;1;8412.36
318896;10/10/2021;10/10/2022;1;10961.81
318918;23/12/2021;23/12/2022;1;12055.49
318962;16/07/2021;16/07/2022;1;1338.1
319023;03/12/2021;03/12/2022;1;1359.37
319064;25/10/2021;25/10/2022;1;1000
319077;30/03/2021;30/03/2022;1;1116.81
319109;23/08/2021;23/08/2022;1;23481.01
319157;13/03/2021;13/03/2022;1;8412.36
319249;10/10/2021;10/10/2022;1;10961.81
319280;06/06/2021;06/06/2022;1;14761.1
319317;24/09/2021;24/09/2022;1;1338.1
319342;22/04/2021;22/04/2022;1;18359.91
319373;03/12/2021;03/12/2022;1;1359.37
319399;02/02/2021;02/02/2022;1;14436.84
319417;25/10/2021;25/10/2022;1;1000
319430;04/02/2021;04/02/2022;1;1116.81
319462;23/02/2021;23/02/2022;1;23481.01
319524;18/04/2021;18/04/2022;1;1753.78
319653;05/09/2021;05/09/2022;1;3736.84
319655;06/12/2021;06/12/2022;1;97330.95
319679;08/12/2021;08/12/2022;1;14812.45
319703;30/11/2021;30/11/2022;1;16626.98
319714;05/06/2021;05/06/2022;1;5909.5
319716;07/04/2021;07/04/2022;1;2827.21
319720;06/03/2021;06/03/2022;1;4741.13
319722;04/02/2021;04/02/2022;1;3924.64
319734;18/03/2021;18/03/2022;1;6206.98
319770;26/06/2021;26/06/2022;1;121030.8
319893;18/04/2021;18/04/2022;1;1753.78
319969;15/01/2021;15/01/2022;1;2979.12
320014;05/09/2021;05/09/2022;1;3736.84
320016;06/12/2021;06/12/2022;1;97330.95
320065;30/11/2021;30/11/2022;1;16626.98
320078;24/06/2021;24/06/2022;1;3716.38
320087;06/03/2021;06/03/2022;1;4741.13
320096;18/03/2021;18/03/2022;1;6206.98
320135;26/06/2021;26/06/2022;1;121030.8
320216;28/01/2021;28/01/2022;1;1000
320221;07/06/2021;07/06/2022;1;1000
320231;31/03/2021;31/03/2022;1;1000
320241;07/11/2021;07/11/2022;1;7809.71
320245;10/12/2021;10/12/2022;1;2805.8
320300;10/12/2021;10/12/2022;1;6014.35
320301;15/04/2021;15/04/2022;1;5627.44
320405;08/04/2021;08/04/2022;1;118017
320418;15/07/2021;15/07/2022;1;1000
320451;09/12/2021;09/12/2022;1;19151.09
320495;17/10/2021;17/10/2022;1;1000
320527;04/04/2021;04/04/2022;1;1000
320531;02/06/2021;02/06/2022;1;1000
320540;28/01/2021;28/01/2022;1;1000
320545;07/06/2021;07/06/2022;1;1000
320556;31/03/2021;31/03/2022;1;1000
320573;10/12/2021;10/12/2022;1;2805.8
320625;10/12/2021;10/12/2022;1;6014.35
320626;15/04/2021;15/04/2022;1;5627.44
320728;08/04/2021;08/04/2022;1;118017
320744;15/07/2021;15/07/2022;1;1000
320864;04/04/2021;04/04/2022;1;1000
320879;09/05/2021;09/05/2022;1;11540.54
320892;23/11/2021;23/11/2022;1;1000
320914;23/11/2021;23/11/2022;1;1000
320916;14/08/2021;14/08/2022;1;1000
320921;24/11/2021;24/11/2022;1;11890.53
320932;07/05/2021;07/05/2022;1;1000
320938;06/10/2021;06/10/2022;1;1000
321008;02/09/2021;02/09/2022;1;1808.17
321073;06/11/2021;06/11/2022;1;1804.94
321082;21/12/2021;21/12/2022;1;2072.62
321089;14/11/2021;14/11/2022;1;2084.86
321127;19/12/2021;19/12/2022;1;3290.61
321136;28/03/2021;28/03/2022;1;2225.4
321198;09/05/2021;09/05/2022;1;11540.54
321204;21/01/2021;21/01/2022;1;4038.65
321213;23/11/2021;23/11/2022;1;1000
321232;23/11/2021;23/11/2022;1;1000
321238;24/11/2021;24/11/2022;1;11890.53
321250;07/05/2021;07/05/2022;1;1000
321258;06/10/2021;06/10/2022;1;1000
321265;03/08/2021;03/08/2022;1;17048.53
321338;02/09/2021;02/09/2022;1;1808.17
321407;06/11/2021;06/11/2022;1;1804.94
321417;21/12/2021;21/12/2022;1;2072.62
321420;14/11/2021;14/11/2022;1;2084.86
321460;19/12/2021;19/12/2022;1;3290.61
321521;28/10/2021;28/10/2022;1;1000
321560;01/09/2021;01/09/2022;1;7341.65
321571;19/07/2021;19/07/2022;1;6802.41
321576;03/03/2021;03/03/2022;1;3627.94
321605;18/12/2021;18/12/2022;1;11560.79
321606;01/08/2021;01/08/2022;1;8348.49
321647;16/12/2021;16/12/2022;1;1276.99
321648;11/08/2021;11/08/2022;1;14340.31
321712;24/04/2021;24/04/2022;1;1000
321729;09/01/2021;09/01/2022;1;1000
321763;18/10/2021;18/10/2022;1;29025.42
321776;03/02/2021;03/02/2022;1;3592.3
321795;13/07/2021;13/07/2022;1;1000
321819;28/10/2021;28/10/2022;1;1000
321868;19/07/2021;19/07/2022;1;6802.41
321871;15/07/2021;15/07/2022;1;1000
321874;03/03/2021;03/03/2022;1;3627.94
321900;18/12/2021;18/12/2022;1;11560.79
321902;01/08/2021;01/08/2022;1;8348.49
321940;16/12/2021;16/12/2022;1;1276.99
321941;11/08/2021;11/08/2022;1;14340.31
321961;13/01/2021;13/01/2022;1;1312.97
322002;24/04/2021;24/04/2022;1;1000
322017;09/01/2021;09/01/2022;1;1000
322067;03/02/2021;03/02/2022;1;3592.3
322088;13/07/2021;13/07/2022;1;1000
322116;20/05/2021;20/05/2022;1;1000
322128;29/12/2021;29/12/2022;1;1000
322129;29/12/2021;29/12/2022;1;1000
322202;24/08/2021;24/08/2022;1;9690.19
322231;17/02/2021;17/02/2022;1;15871.09
322247;23/10/2021;23/10/2022;1;1449.64
322273;12/12/2021;12/12/2022;1;2426.33
322343;17/04/2021;17/04/2022;1;9198.01
322351;16/12/2021;16/12/2022;1;8043.38
322404;09/11/2021;09/11/2022;1;27435.57
322437;29/12/2021;29/12/2022;1;1000
322438;29/12/2021;29/12/2022;1;1000
322488;23/10/2021;23/10/2022;1;1000
322506;24/08/2021;24/08/2022;1;9690.19
322530;17/02/2021;17/02/2022;1;15871.09
322542;10/10/2021;10/10/2022;1;3740.02
322549;23/10/2021;23/10/2022;1;1449.64
322578;12/12/2021;12/12/2022;1;2426.33
322649;17/04/2021;17/04/2022;1;9198.01
322655;16/12/2021;16/12/2022;1;8043.38
322711;09/11/2021;09/11/2022;1;27435.57
322743;31/07/2021;31/07/2022;1;1000
322835;11/11/2021;11/11/2022;1;1149.38
322842;24/09/2021;24/09/2022;1;8523.64
322875;29/07/2021;29/07/2022;1;3248.8
322887;26/12/2021;26/12/2022;1;29564
322918;07/05/2021;07/05/2022;1;12416.97
322961;15/03/2021;15/03/2022;1;2609.19
323059;20/10/2021;20/10/2022;1;1000
323072;04/09/2021;04/09/2022;1;1000
323079;31/07/2021;31/07/2022;1;1000
323102;22/12/2021;22/12/2022;1;2680.02
323164;11/11/2021;11/11/2022;1;1149.38
323173;24/09/2021;24/09/2022;1;8523.64
323206;29/07/2021;29/07/2022;1;3248.8
323218;26/12/2021;26/12/2022;1;29564
323251;07/05/2021;07/05/2022;1;12416.97
323298;15/03/2021;15/03/2022;1;2609.19
323341;12/03/2021;12/03/2022;1;4451.6
323503;07/04/2021;07/04/2022;1;1597.18
323520;12/07/2021;12/07/2022;1;1000
323534;05/05/2021;05/05/2022;1;6671.12
323563;29/09/2021;29/09/2022;1;3938.46
323581;11/11/2021;11/11/2022;1;1000
323615;24/02/2021;24/02/2022;1;8036
323633;05/12/2021;05/12/2022;1;3260.72
323651;14/09/2021;14/09/2022;1;90702.96
323668;01/11/2021;01/11/2022;1;4058.93
323686;13/07/2021;13/07/2022;1;765193.05
323695;17/03/2021;17/03/2022;1;12649
323776;13/02/2021;13/02/2022;1;2287.54
323809;02/06/2021;02/06/2022;1;4778.88
323841;07/04/2021;07/04/2022;1;1597.18
323874;05/05/2021;05/05/2022;1;6671.12
323899;29/09/2021;29/09/2022;1;3938.46
323916;11/11/2021;11/11/2022;1;1000
323954;24/02/2021;24/02/2022;1;8036
323992;14/09/2021;14/09/2022;1;90702.96
324009;01/11/2021;01/11/2022;1;4058.93
324026;13/07/2021;13/07/2022;1;765193.05
324037;17/03/2021;17/03/2022;1;12649
324103;23/10/2021;23/10/2022;1;2983.11
324139;20/01/2021;20/01/2022;1;5236.32
324169;02/01/2021;02/01/2022;1;2306.99
324171;12/01/2021;12/01/2022;1;4271.35
324202;20/12/2021;20/12/2022;1;9802
324238;25/03/2021;25/03/2022;1;4717.96
324243;08/04/2021;08/04/2022;1;15679.44
324254;07/11/2021;07/11/2022;1;4999.79
324313;04/11/2021;04/11/2022;1;5151.33
324320;05/11/2021;05/11/2022;1;2032.18
324336;03/07/2021;03/07/2022;1;1000
324369;04/09/2021;04/09/2022;1;4310.2
324422;23/10/2021;23/10/2022;1;2983.11
324460;20/01/2021;20/01/2022;1;5236.32
324485;26/10/2021;26/10/2022;1;2059.53
324495;02/01/2021;02/01/2022;1;2306.99
324525;20/12/2021;20/12/2022;1;9802
324566;25/03/2021;25/03/2022;1;4717.96
324570;15/05/2021;15/05/2022;1;6573.95
324573;08/04/2021;08/04/2022;1;15679.44
324583;07/11/2021;07/11/2022;1;4999.79
324641;04/11/2021;04/11/2022;1;5151.33
324650;22/01/2021;22/01/2022;1;14351.25
324702;04/09/2021;04/09/2022;1;4310.2
324854;04/08/2021;04/08/2022;1;5984.23
324895;20/07/2021;20/07/2022;1;1855.94
324933;29/05/2021;29/05/2022;1;5052.79
324934;29/05/2021;29/05/2022;1;2311.74
324965;04/02/2021;04/02/2022;1;8752.97
324984;12/06/2021;12/06/2022;1;3321.04
324999;09/01/2021;09/01/2022;1;15481
325001;18/11/2021;18/11/2022;1;3702.17
325035;05/01/2021;05/01/2022;1;13551.14
325045;28/05/2021;28/05/2022;1;3060.21
325052;15/12/2021;15/12/2022;1;2974.56
325207;04/08/2021;04/08/2022;1;5984.23
325218;16/11/2021;16/11/2022;1;17934.88
325252;20/03/2021;20/03/2022;1;1855.94
325291;29/05/2021;29/05/2022;1;5052.79
325292;29/05/2021;29/05/2022;1;2311.74
325324;04/02/2021;04/02/2022;1;8752.97
325345;12/06/2021;12/06/2022;1;3321.04
325350;02/01/2021;02/01/2022;1;3302.37
325361;09/01/2021;09/01/2022;1;15481
325364;18/11/2021;18/11/2022;1;3702.17
325399;07/01/2021;07/01/2022;1;13551.14
325410;28/05/2021;28/05/2022;1;3060.21
325419;10/02/2021;10/02/2022;1;2974.56
325474;31/03/2021;31/03/2022;1;2108.03
325560;20/02/2021;20/02/2022;1;1000
325567;29/03/2021;29/03/2022;1;9369.12
325574;05/11/2021;05/11/2022;1;1000
325625;31/07/2021;31/07/2022;1;3943.66
325637;07/03/2021;07/03/2022;1;5367.85
325655;06/02/2021;06/02/2022;1;2807.98
325672;07/02/2021;07/02/2022;1;2316.79
325687;29/09/2021;29/09/2022;1;1799.48
325688;01/03/2021;01/03/2022;1;8068.86
325744;03/02/2021;03/02/2022;1;1000
325841;31/03/2021;31/03/2022;1;2108.03
325921;12/02/2021;12/02/2022;1;1000
325937;05/11/2021;05/11/2022;1;1000
325979;31/07/2021;31/07/2022;1;3943.66
325995;07/05/2021;07/05/2022;1;5367.85
326013;06/02/2021;06/02/2022;1;2807.98
326048;25/04/2021;25/04/2022;1;1799.48
326049;01/03/2021;01/03/2022;1;8068.86
326070;02/05/2021;02/05/2022;1;9891.48
326095;14/12/2021;14/12/2022;1;1000
326105;03/02/2021;03/02/2022;1;1000
326141;10/05/2021;10/05/2022;1;2532.68
326224;20/12/2021;20/12/2022;1;2602.58
326368;03/03/2021;03/03/2022;1;636726.33
326369;20/10/2021;20/10/2022;1;1000
326382;10/11/2021;10/11/2022;1;117337.2
326392;25/09/2021;25/09/2022;1;1000
326425;01/03/2021;01/03/2022;1;10162.32
326458;06/09/2021;06/09/2022;1;1000
326467;19/02/2021;19/02/2022;1;1000
326529;26/08/2021;26/08/2022;1;9665.07
326533;08/01/2021;08/01/2022;1;1873.66
326553;09/04/2021;09/04/2022;1;1000
326667;15/12/2021;15/12/2022;1;3095.17
326727;03/03/2021;03/03/2022;1;636726.33
326729;20/10/2021;20/10/2022;1;1000
326754;25/09/2021;25/09/2022;1;1000
326814;06/09/2021;06/09/2022;1;1000
326824;19/02/2021;19/02/2022;1;1000
326825;19/02/2021;19/02/2022;1;1000
326858;03/12/2021;03/12/2022;1;6611.99
326888;26/08/2021;26/08/2022;1;9665.07
326891;08/01/2021;08/01/2022;1;1873.66
326911;28/05/2021;28/05/2022;1;6042.23
326952;27/03/2021;27/03/2022;1;2815.02
326994;24/10/2021;24/10/2022;1;7068
327010;07/05/2021;07/05/2022;1;4009.88
327012;14/12/2021;14/12/2022;1;2558.68
327019;26/10/2021;26/10/2022;1;7580.26
327056;11/06/2021;11/06/2022;1;5492.88
327057;01/07/2021;01/07/2022;1;1000
327077;17/06/2021;17/06/2022;1;18095.89
327101;06/04/2021;06/04/2022;1;1013.96
327132;27/07/2021;27/07/2022;1;93564
327236;28/05/2021;28/05/2022;1;6042.23
327283;27/03/2021;27/03/2022;1;2815.02
327323;24/10/2021;24/10/2022;1;7068
327341;07/05/2021;07/05/2022;1;4009.88
327342;07/05/2021;07/05/2022;1;2558.68
327388;11/06/2021;11/06/2022;1;5492.88
327390;01/07/2021;01/07/2022;1;1000
327391;20/12/2021;20/12/2022;1;2816.91
327437;06/04/2021;06/04/2022;1;1013.96
327613;25/08/2021;25/08/2022;1;1681.27
327690;17/12/2021;17/12/2022;1;1000
327701;16/11/2021;16/11/2022;1;2808.37
327709;04/03/2021;04/03/2022;1;3877.08
327785;12/11/2021;12/11/2022;1;1894.2
327791;18/01/2021;18/01/2022;1;1766.48
327805;14/12/2021;14/12/2022;1;1000
327817;26/10/2021;26/10/2022;1;2396.09
327870;16/03/2021;16/03/2022;1;16696
327881;30/12/2021;30/12/2022;1;9391.34
327974;25/08/2021;25/08/2022;1;1681.27
328050;17/12/2021;17/12/2022;1;1000
328063;16/11/2021;16/11/2022;1;2808.37
328069;04/03/2021;04/03/2022;1;3877.08
328124;25/02/2021;25/02/2022;1;1923.34
328148;18/01/2021;18/01/2022;1;1766.48
328170;09/02/2021;09/02/2022;1;1724.59
328176;26/10/2021;26/10/2022;1;2396.09
328234;16/03/2021;16/03/2022;1;16696
328248;30/12/2021;30/12/2022;1;9391.34
328250;27/01/2021;27/01/2022;1;2813.86
328420;10/09/2021;10/09/2022;1;1317.48
328445;04/01/2021;04/01/2022;1;6771.28
328447;26/08/2021;26/08/2022;1;14499.81
328493;03/07/2021;03/07/2022;1;1757.93
328498;22/03/2021;22/03/2022;1;3352.27
328503;23/03/2021;23/03/2022;1;1000
328537;14/04/2021;14/04/2022;1;2304.98
328543;16/11/2021;16/11/2022;1;1000
328566;03/02/2021;03/02/2022;1;1045.18
328592;01/09/2021;01/09/2022;1;3952.42
328613;30/04/2021;30/04/2022;1;4975.34
328772;10/09/2021;10/09/2022;1;1317.48
328797;04/01/2021;04/01/2022;1;6771.28
328844;03/07/2021;03/07/2022;1;1757.93
328847;22/03/2021;22/03/2022;1;3352.27
328852;23/03/2021;23/03/2022;1;1000
328871;03/04/2021;03/04/2022;1;1000
328874;12/03/2021;12/03/2022;1;8991.58
328894;16/11/2021;16/11/2022;1;1000
328912;05/04/2021;05/04/2022;1;1000
328919;03/02/2021;03/02/2022;1;1045.18
328944;01/09/2021;01/09/2022;1;3952.42
329134;24/10/2021;24/10/2022;1;18308
329150;18/12/2021;18/12/2022;1;4598.48
329167;18/12/2021;18/12/2022;1;1000
329188;22/12/2021;22/12/2022;1;2537.11
329230;29/04/2021;29/04/2022;1;20674.06
329235;02/03/2021;02/03/2022;1;1000
329249;26/02/2021;26/02/2022;1;11058.56
329270;30/05/2021;30/05/2022;1;16514.62
329295;04/08/2021;04/08/2022;1;13902.71
329464;24/10/2021;24/10/2022;1;18308
329477;18/12/2021;18/12/2022;1;4598.48
329491;18/12/2021;18/12/2022;1;1000
329508;22/12/2021;22/12/2022;1;2537.11
329549;31/07/2021;31/07/2022;1;1869.47
329558;29/04/2021;29/04/2022;1;20674.06
329563;02/03/2021;02/03/2022;1;1000
329623;23/02/2021;23/02/2022;1;2907.16
329633;04/08/2021;04/08/2022;1;13902.71
329656;05/12/2021;05/12/2022;1;1000
329818;17/11/2021;17/11/2022;1;15734.89
329861;09/01/2021;09/01/2022;1;7957.4
329871;19/01/2021;19/01/2022;1;1000
329930;09/01/2021;09/01/2022;1;2534.94
329952;05/12/2021;05/12/2022;1;1000
330132;17/11/2021;17/11/2022;1;15734.89
330181;09/01/2021;09/01/2022;1;7957.4
330192;19/01/2021;19/01/2022;1;1000
330313;13/12/2021;13/12/2022;1;1574.66
330345;24/01/2021;24/01/2022;1;1167.98
330402;10/08/2021;10/08/2022;1;16694.17
330413;23/01/2021;23/01/2022;1;1287.67
330429;30/05/2021;30/05/2022;1;2168.93
330446;30/07/2021;30/07/2022;1;2425.39
330465;03/01/2021;03/01/2022;1;3782.33
330470;21/06/2021;21/06/2022;1;1000
330479;10/09/2021;10/09/2022;1;4656.58
330486;11/11/2021;11/11/2022;1;1922.26
330547;27/12/2021;27/12/2022;1;4063.57
330566;26/12/2021;26/12/2022;1;7124.73
330649;24/01/2021;24/01/2022;1;1167.98
330705;10/08/2021;10/08/2022;1;16694.17
330708;20/09/2021;20/09/2022;1;1000
330769;03/01/2021;03/01/2022;1;3782.33
330772;21/06/2021;21/06/2022;1;1000
330781;10/09/2021;10/09/2022;1;4656.58
330850;19/03/2021;19/03/2022;1;5563.44
330869;26/12/2021;26/12/2022;1;7124.73
330871;06/07/2021;06/07/2022;1;1000
330898;09/06/2021;09/06/2022;1;1019.29
330952;16/02/2021;16/02/2022;1;1941.09
330983;30/11/2021;30/11/2022;1;4134.8
330987;15/01/2021;15/01/2022;1;2571.47
330991;02/12/2021;02/12/2022;1;1000
331023;02/09/2021;02/09/2022;1;11626.5
331031;03/10/2021;03/10/2022;1;2739.05
331037;15/06/2021;15/06/2022;1;11128.24
331056;12/02/2021;12/02/2022;1;1000
331110;23/08/2021;23/08/2022;1;604775.79
331134;17/03/2021;17/03/2022;1;1856.7
331163;07/05/2021;07/05/2022;1;5710.02
331170;20/12/2021;20/12/2022;1;3941.92
331270;16/02/2021;16/02/2022;1;1941.09
331296;30/11/2021;30/11/2022;1;4134.8
331299;08/02/2021;08/02/2022;1;2571.47
331305;02/12/2021;02/12/2022;1;1000
331343;02/09/2021;02/09/2022;1;11626.5
331352;03/10/2021;03/10/2022;1;2739.05
331357;15/06/2021;15/06/2022;1;11128.24
331382;12/02/2021;12/02/2022;1;1000
331464;17/03/2021;17/03/2022;1;1856.7
331492;07/05/2021;07/05/2022;1;5710.02
331500;20/12/2021;20/12/2022;1;3941.92
331549;17/03/2021;17/03/2022;1;1000
331551;10/05/2021;10/05/2022;1;1000
331563;02/04/2021;02/04/2022;1;3210.9
331568;22/12/2021;22/12/2022;1;1000
331588;10/12/2021;10/12/2022;1;4595.7
331589;16/12/2021;16/12/2022;1;2115.34
331605;30/11/2021;30/11/2022;1;1000
331611;23/12/2021;23/12/2022;1;3726.23
331656;17/02/2021;17/02/2022;1;3653
331663;05/10/2021;05/10/2022;1;1140.11
331675;10/02/2021;10/02/2022;1;3859.34
331690;13/01/2021;13/01/2022;1;4783.25
331707;09/01/2021;09/01/2022;1;13201.95
331719;02/02/2021;02/02/2022;1;1000
331735;16/10/2021;16/10/2022;1;1935
331772;08/02/2021;08/02/2022;1;2566.95
331795;27/02/2021;27/02/2022;1;1000
331805;04/02/2021;04/02/2022;1;27682.6
331818;03/05/2021;03/05/2022;1;2948.56
331819;12/12/2021;12/12/2022;1;3700.93
331821;17/03/2021;17/03/2022;1;4672.85
331835;23/09/2021;23/09/2022;1;1000
331837;10/05/2021;10/05/2022;1;1000
331873;16/12/2021;16/12/2022;1;2115.34
331886;30/11/2021;30/11/2022;1;1000
331894;23/12/2021;23/12/2022;1;3726.23
331901;12/02/2021;12/02/2022;1;7034.71
331952;10/02/2021;10/02/2022;1;3859.34
331968;13/01/2021;13/01/2022;1;4783.25
331985;09/01/2021;09/01/2022;1;13201.95
331998;25/07/2021;25/07/2022;1;1000
332015;03/04/2021;03/04/2022;1;8819.09
332063;08/02/2021;08/02/2022;1;2566.95
332086;27/02/2021;27/02/2022;1;1000
332097;04/02/2021;04/02/2022;1;27682.6
332115;09/10/2021;09/10/2022;1;1000
332116;12/12/2021;12/12/2022;1;3700.93
332118;17/03/2021;17/03/2022;1;4672.85
332204;08/03/2021;08/03/2022;1;1873.22
332221;09/11/2021;09/11/2022;1;1000
332322;24/08/2021;24/08/2022;1;1000
332487;16/10/2021;16/10/2022;1;1000
332591;24/08/2021;24/08/2022;1;1000
332670;18/08/2021;18/08/2022;1;12242.68
332691;14/07/2021;14/07/2022;1;2601.59
332698;05/10/2021;05/10/2022;1;3165.16
332856;19/08/2021;19/08/2022;1;6871.92
332858;19/08/2021;19/08/2022;1;1898.31
333054;13/04/2021;13/04/2022;1;1089.68
333094;19/08/2021;19/08/2022;1;6871.92
333163;26/08/2021;26/08/2022;1;2745.26
333178;11/03/2021;11/03/2022;1;10381.81
333212;03/09/2021;03/09/2022;1;1000
333230;31/10/2021;31/10/2022;1;2259.44
333260;14/06/2021;14/06/2022;1;18410.96
333290;03/09/2021;03/09/2022;1;1760
333307;30/04/2021;30/04/2022;1;91685.88
333339;10/10/2021;10/10/2022;1;9574.12
333366;20/10/2021;20/10/2022;1;1000
333400;26/08/2021;26/08/2022;1;2745.26
333453;03/09/2021;03/09/2022;1;1000
333467;31/10/2021;31/10/2022;1;2259.44
333501;14/06/2021;14/06/2022;1;18410.96
333530;03/09/2021;03/09/2022;1;1760
333549;16/11/2021;16/11/2022;1;22143.97
333587;10/10/2021;10/10/2022;1;9574.12
333613;20/10/2021;20/10/2022;1;1000
333706;06/03/2021;06/03/2022;1;1000
333748;09/06/2021;09/06/2022;1;2706.69
333797;07/10/2021;07/10/2022;1;2878.31
333899;06/03/2021;06/03/2022;1;1000
333940;09/06/2021;09/06/2022;1;2706.69
333976;27/12/2021;27/12/2022;1;3972.47
333998;07/10/2021;07/10/2022;1;2878.31
334141;26/09/2021;26/09/2022;1;1000
334146;12/03/2021;12/03/2022;1;6112.44
334162;06/07/2021;06/07/2022;1;1000
334164;11/03/2021;11/03/2022;1;6221.34
334174;28/06/2021;28/06/2022;1;1000
334217;08/08/2021;08/08/2022;1;13276.16
334241;27/08/2021;27/08/2022;1;1000
334342;30/11/2021;30/11/2022;1;3186.45
334359;04/05/2021;04/05/2022;1;23441.31
334405;19/03/2021;19/03/2022;1;5139.53
334423;13/10/2021;13/10/2022;1;2393.29
334489;12/11/2021;12/11/2022;1;2986.91
334524;12/06/2021;12/06/2022;1;1000
334550;03/06/2021;03/06/2022;1;2777.91
334612;19/06/2021;19/06/2022;1;3333.63
334624;29/04/2021;29/04/2022;1;5418.13
334641;05/12/2021;05/12/2022;1;2420.63
334643;06/02/2021;06/02/2022;1;11929.61
334652;09/06/2021;09/06/2022;1;6041.64
334726;04/05/2021;04/05/2022;1;94302
334738;02/06/2021;02/06/2022;1;1000
334749;14/04/2021;14/04/2022;1;1000
334753;13/11/2021;13/11/2022;1;4236.14
334762;18/08/2021;18/08/2022;1;3919.59
334786;01/08/2021;01/08/2022;1;1000
334791;12/12/2021;12/12/2022;1;3247.76
334803;19/01/2021;19/01/2022;1;1000
334805;15/04/2021;15/04/2022;1;1835.47
334827;24/01/2021;24/01/2022;1;1000
334883;22/02/2021;22/02/2022;1;1000
334931;11/11/2021;11/11/2022;1;28152.48
335010;16/09/2021;16/09/2022;1;1926.47
335013;31/10/2021;31/10/2022;1;3301.86
335056;04/11/2021;04/11/2022;1;1000
335065;06/08/2021;06/08/2022;1;7869.45
335069;27/06/2021;27/06/2022;1;2181.76
335140;29/10/2021;29/10/2022;1;3467.53
335156;19/08/2021;19/08/2022;1;2293.68
335186;09/01/2021;09/01/2022;1;7483.04
335195;23/04/2021;23/04/2022;1;7689.76
335219;02/01/2021;02/01/2022;1;6406.71
335237;15/12/2021;15/12/2022;1;3774.33
335280;17/02/2021;17/02/2022;1;22804.8
335306;08/06/2021;08/06/2022;1;3748.99
335314;06/12/2021;06/12/2022;1;4039.83
335335;27/07/2021;27/07/2022;1;3353.76
335342;03/04/2021;03/04/2022;1;10532.73
335350;22/07/2021;22/07/2022;1;4543.04
335375;08/10/2021;08/10/2022;1;4938.8
335405;05/09/2021;05/09/2022;1;2623.2
335519;27/10/2021;27/10/2022;1;1153.44
335521;04/03/2021;04/03/2022;1;1021.95
335523;03/09/2021;03/09/2022;1;1385.61
335540;02/06/2021;02/06/2022;1;3972.73
335549;29/12/2021;29/12/2022;1;7310.23
335604;20/04/2021;20/04/2022;1;1707.32
335617;11/03/2021;11/03/2022;1;4759.11
335632;27/06/2021;27/06/2022;1;3153.22
335654;15/04/2021;15/04/2022;1;2092.63
335690;13/08/2021;13/08/2022;1;1000
335741;26/09/2021;26/09/2022;1;8665.3
335753;04/12/2021;04/12/2022;1;1000
335756;11/03/2021;11/03/2022;1;3490.34
335800;02/05/2021;02/05/2022;1;1053404.46
335837;31/12/2021;31/12/2022;1;1000
335906;02/01/2021;02/01/2022;1;101445
335919;07/05/2021;07/05/2022;1;1747.24
335921;07/05/2021;07/05/2022;1;1000
335980;11/11/2021;11/11/2022;1;4340.96
335993;11/03/2021;11/03/2022;1;1426.9
336207;12/03/2021;12/03/2022;1;6112.44
336220;06/07/2021;06/07/2022;1;1000
336221;11/03/2021;11/03/2022;1;6221.34
336231;28/06/2021;28/06/2022;1;1000
336248;12/06/2021;12/06/2022;1;1000
336295;14/11/2021;14/11/2022;1;1000
336300;27/08/2021;27/08/2022;1;1000
336397;10/01/2021;10/01/2022;1;13909.57
336409;23/07/2021;23/07/2022;1;1000
336415;04/05/2021;04/05/2022;1;23441.31
336445;19/01/2021;19/01/2022;1;2448.54
336475;13/10/2021;13/10/2022;1;2393.29
336542;12/11/2021;12/11/2022;1;2986.91
336574;12/06/2021;12/06/2022;1;1000
336605;03/06/2021;03/06/2022;1;2777.91
336637;22/04/2021;22/04/2022;1;1000
336670;19/06/2021;19/06/2022;1;3333.63
336683;29/04/2021;29/04/2022;1;5418.13
336701;05/12/2021;05/12/2022;1;2420.63
336703;06/02/2021;06/02/2022;1;11929.61
336713;09/06/2021;09/06/2022;1;6041.64
336785;04/05/2021;04/05/2022;1;94302
336799;24/12/2021;24/12/2022;1;1000
336811;14/04/2021;14/04/2022;1;1000
336816;13/11/2021;13/11/2022;1;4236.14
336824;18/08/2021;18/08/2022;1;3919.59
336846;01/08/2021;01/08/2022;1;1000
336849;11/04/2021;11/04/2022;1;3247.76
336860;19/01/2021;19/01/2022;1;1000
336861;15/04/2021;15/04/2022;1;1835.47
336887;28/06/2021;28/06/2022;1;1000
336930;28/03/2021;28/03/2022;1;4841.61
336943;22/02/2021;22/02/2022;1;1000
336988;11/11/2021;11/11/2022;1;28152.48
