Apolice;Inicio de vigência;Fim de vigência;Qtd_Sinistros;sin_liq_casco
143317;13/01/2021;13/01/2022;1;1312.97
143358;24/04/2021;24/04/2022;1;1000
143373;09/01/2021;09/01/2022;1;1000
143423;03/02/2021;03/02/2022;1;3592.3
143444;13/07/2021;13/07/2022;1;1000
143472;20/05/2021;20/05/2022;1;1000
143484;29/12/2021;29/12/2022;1;1000
143485;29/12/2021;29/12/2022;1;1000
143558;24/08/2021;24/08/2022;1;9690.19
143587;17/02/2021;17/02/2022;1;15871.09
143603;23/10/2021;23/10/2022;1;1449.64
143629;12/12/2021;12/12/2022;1;2426.33
143699;17/04/2021;17/04/2022;1;9198.01
143707;16/12/2021;16/12/2022;1;8043.38
143760;09/11/2021;09/11/2022;1;27435.57
143793;29/12/2021;29/12/2022;1;1000
143794;29/12/2021;29/12/2022;1;1000
143844;23/10/2021;23/10/2022;1;1000
143862;24/08/2021;24/08/2022;1;9690.19
143886;17/02/2021;17/02/2022;1;15871.09
143898;10/10/2021;10/10/2022;1;3740.02
143905;23/10/2021;23/10/2022;1;1449.64
143934;12/12/2021;12/12/2022;1;2426.33
144005;17/04/2021;17/04/2022;1;9198.01
144011;16/12/2021;16/12/2022;1;8043.38
144067;09/11/2021;09/11/2022;1;27435.57
144099;31/07/2021;31/07/2022;1;1000
144191;11/11/2021;11/11/2022;1;1149.38
144198;24/09/2021;24/09/2022;1;8523.64
144231;29/07/2021;29/07/2022;1;3248.8
144243;26/12/2021;26/12/2022;1;29564
144274;07/05/2021;07/05/2022;1;12416.97
144317;15/03/2021;15/03/2022;1;2609.19
144415;20/10/2021;20/10/2022;1;1000
144428;04/09/2021;04/09/2022;1;1000
144435;31/07/2021;31/07/2022;1;1000
144458;22/12/2021;22/12/2022;1;2680.02
144520;11/11/2021;11/11/2022;1;1149.38
144529;24/09/2021;24/09/2022;1;8523.64
144562;29/07/2021;29/07/2022;1;3248.8
144574;26/12/2021;26/12/2022;1;29564
144607;07/05/2021;07/05/2022;1;12416.97
144654;15/03/2021;15/03/2022;1;2609.19
144697;12/03/2021;12/03/2022;1;4451.6
144859;07/04/2021;07/04/2022;1;1597.18
144876;12/07/2021;12/07/2022;1;1000
144890;05/05/2021;05/05/2022;1;6671.12
144919;29/09/2021;29/09/2022;1;3938.46
144937;11/11/2021;11/11/2022;1;1000
144971;24/02/2021;24/02/2022;1;8036
144989;05/12/2021;05/12/2022;1;3260.72
145007;14/09/2021;14/09/2022;1;90702.96
145024;01/11/2021;01/11/2022;1;4058.93
145042;13/07/2021;13/07/2022;1;765193.05
145051;17/03/2021;17/03/2022;1;12649
145132;13/02/2021;13/02/2022;1;2287.54
145165;02/06/2021;02/06/2022;1;4778.88
145197;07/04/2021;07/04/2022;1;1597.18
145230;05/05/2021;05/05/2022;1;6671.12
145255;29/09/2021;29/09/2022;1;3938.46
145272;11/11/2021;11/11/2022;1;1000
145310;24/02/2021;24/02/2022;1;8036
145348;14/09/2021;14/09/2022;1;90702.96
145365;01/11/2021;01/11/2022;1;4058.93
145382;13/07/2021;13/07/2022;1;765193.05
145393;17/03/2021;17/03/2022;1;12649
145459;23/10/2021;23/10/2022;1;2983.11
145495;20/01/2021;20/01/2022;1;5236.32
145525;02/01/2021;02/01/2022;1;2306.99
145527;12/01/2021;12/01/2022;1;4271.35
145558;20/12/2021;20/12/2022;1;9802
145594;25/03/2021;25/03/2022;1;4717.96
145599;08/04/2021;08/04/2022;1;15679.44
145610;07/11/2021;07/11/2022;1;4999.79
145669;04/11/2021;04/11/2022;1;5151.33
145676;05/11/2021;05/11/2022;1;2032.18
145692;03/07/2021;03/07/2022;1;1000
145725;04/09/2021;04/09/2022;1;4310.2
145778;23/10/2021;23/10/2022;1;2983.11
145816;20/01/2021;20/01/2022;1;5236.32
145841;26/10/2021;26/10/2022;1;2059.53
145851;02/01/2021;02/01/2022;1;2306.99
145881;20/12/2021;20/12/2022;1;9802
145922;25/03/2021;25/03/2022;1;4717.96
145926;15/05/2021;15/05/2022;1;6573.95
145929;08/04/2021;08/04/2022;1;15679.44
145939;07/11/2021;07/11/2022;1;4999.79
145997;04/11/2021;04/11/2022;1;5151.33
146006;22/01/2021;22/01/2022;1;14351.25
146058;04/09/2021;04/09/2022;1;4310.2
146210;04/08/2021;04/08/2022;1;5984.23
146251;20/07/2021;20/07/2022;1;1855.94
146289;29/05/2021;29/05/2022;1;5052.79
146290;29/05/2021;29/05/2022;1;2311.74
146321;04/02/2021;04/02/2022;1;8752.97
146340;12/06/2021;12/06/2022;1;3321.04
146355;09/01/2021;09/01/2022;1;15481
146357;18/11/2021;18/11/2022;1;3702.17
146391;05/01/2021;05/01/2022;1;13551.14
146401;28/05/2021;28/05/2022;1;3060.21
146408;15/12/2021;15/12/2022;1;2974.56
146563;04/08/2021;04/08/2022;1;5984.23
146574;16/11/2021;16/11/2022;1;17934.88
146608;20/03/2021;20/03/2022;1;1855.94
146647;29/05/2021;29/05/2022;1;5052.79
146648;29/05/2021;29/05/2022;1;2311.74
146680;04/02/2021;04/02/2022;1;8752.97
146701;12/06/2021;12/06/2022;1;3321.04
146706;02/01/2021;02/01/2022;1;3302.37
146717;09/01/2021;09/01/2022;1;15481
146720;18/11/2021;18/11/2022;1;3702.17
146755;07/01/2021;07/01/2022;1;13551.14
146766;28/05/2021;28/05/2022;1;3060.21
146775;10/02/2021;10/02/2022;1;2974.56
146830;31/03/2021;31/03/2022;1;2108.03
146916;20/02/2021;20/02/2022;1;1000
146923;29/03/2021;29/03/2022;1;9369.12
146930;05/11/2021;05/11/2022;1;1000
146981;31/07/2021;31/07/2022;1;3943.66
146993;07/03/2021;07/03/2022;1;5367.85
147011;06/02/2021;06/02/2022;1;2807.98
147028;07/02/2021;07/02/2022;1;2316.79
147043;29/09/2021;29/09/2022;1;1799.48
147044;01/03/2021;01/03/2022;1;8068.86
147100;03/02/2021;03/02/2022;1;1000
147197;31/03/2021;31/03/2022;1;2108.03
147277;12/02/2021;12/02/2022;1;1000
147293;05/11/2021;05/11/2022;1;1000
147335;31/07/2021;31/07/2022;1;3943.66
147351;07/05/2021;07/05/2022;1;5367.85
147369;06/02/2021;06/02/2022;1;2807.98
147404;25/04/2021;25/04/2022;1;1799.48
147405;01/03/2021;01/03/2022;1;8068.86
147426;02/05/2021;02/05/2022;1;9891.48
147451;14/12/2021;14/12/2022;1;1000
147461;03/02/2021;03/02/2022;1;1000
147497;10/05/2021;10/05/2022;1;2532.68
147580;20/12/2021;20/12/2022;1;2602.58
147724;03/03/2021;03/03/2022;1;636726.33
147725;20/10/2021;20/10/2022;1;1000
147738;10/11/2021;10/11/2022;1;117337.2
147748;25/09/2021;25/09/2022;1;1000
147781;01/03/2021;01/03/2022;1;10162.32
147814;06/09/2021;06/09/2022;1;1000
147823;19/02/2021;19/02/2022;1;1000
147885;26/08/2021;26/08/2022;1;9665.07
147889;08/01/2021;08/01/2022;1;1873.66
147909;09/04/2021;09/04/2022;1;1000
148023;15/12/2021;15/12/2022;1;3095.17
148083;03/03/2021;03/03/2022;1;636726.33
148085;20/10/2021;20/10/2022;1;1000
148110;25/09/2021;25/09/2022;1;1000
148170;06/09/2021;06/09/2022;1;1000
148180;19/02/2021;19/02/2022;1;1000
148181;19/02/2021;19/02/2022;1;1000
148214;03/12/2021;03/12/2022;1;6611.99
148244;26/08/2021;26/08/2022;1;9665.07
148247;08/01/2021;08/01/2022;1;1873.66
148267;28/05/2021;28/05/2022;1;6042.23
148308;27/03/2021;27/03/2022;1;2815.02
148350;24/10/2021;24/10/2022;1;7068
148366;07/05/2021;07/05/2022;1;4009.88
148368;14/12/2021;14/12/2022;1;2558.68
148375;26/10/2021;26/10/2022;1;7580.26
148412;11/06/2021;11/06/2022;1;5492.88
148413;01/07/2021;01/07/2022;1;1000
148433;17/06/2021;17/06/2022;1;18095.89
148457;06/04/2021;06/04/2022;1;1013.96
148488;27/07/2021;27/07/2022;1;93564
148592;28/05/2021;28/05/2022;1;6042.23
148639;27/03/2021;27/03/2022;1;2815.02
148679;24/10/2021;24/10/2022;1;7068
148697;07/05/2021;07/05/2022;1;4009.88
148698;07/05/2021;07/05/2022;1;2558.68
148744;11/06/2021;11/06/2022;1;5492.88
148746;01/07/2021;01/07/2022;1;1000
148747;20/12/2021;20/12/2022;1;2816.91
148793;06/04/2021;06/04/2022;1;1013.96
148969;25/08/2021;25/08/2022;1;1681.27
149046;17/12/2021;17/12/2022;1;1000
149057;16/11/2021;16/11/2022;1;2808.37
149065;04/03/2021;04/03/2022;1;3877.08
149141;12/11/2021;12/11/2022;1;1894.2
149147;18/01/2021;18/01/2022;1;1766.48
149161;14/12/2021;14/12/2022;1;1000
149173;26/10/2021;26/10/2022;1;2396.09
149226;16/03/2021;16/03/2022;1;16696
149237;30/12/2021;30/12/2022;1;9391.34
149330;25/08/2021;25/08/2022;1;1681.27
149406;17/12/2021;17/12/2022;1;1000
149419;16/11/2021;16/11/2022;1;2808.37
149425;04/03/2021;04/03/2022;1;3877.08
149480;25/02/2021;25/02/2022;1;1923.34
149504;18/01/2021;18/01/2022;1;1766.48
149526;09/02/2021;09/02/2022;1;1724.59
149532;26/10/2021;26/10/2022;1;2396.09
149590;16/03/2021;16/03/2022;1;16696
149604;30/12/2021;30/12/2022;1;9391.34
149606;27/01/2021;27/01/2022;1;2813.86
149776;10/09/2021;10/09/2022;1;1317.48
149801;04/01/2021;04/01/2022;1;6771.28
149803;26/08/2021;26/08/2022;1;14499.81
149849;03/07/2021;03/07/2022;1;1757.93
149854;22/03/2021;22/03/2022;1;3352.27
149859;23/03/2021;23/03/2022;1;1000
149893;14/04/2021;14/04/2022;1;2304.98
149899;16/11/2021;16/11/2022;1;1000
149922;03/02/2021;03/02/2022;1;1045.18
149948;01/09/2021;01/09/2022;1;3952.42
149969;30/04/2021;30/04/2022;1;4975.34
150128;10/09/2021;10/09/2022;1;1317.48
150153;04/01/2021;04/01/2022;1;6771.28
150200;03/07/2021;03/07/2022;1;1757.93
150203;22/03/2021;22/03/2022;1;3352.27
150208;23/03/2021;23/03/2022;1;1000
150227;03/04/2021;03/04/2022;1;1000
150230;12/03/2021;12/03/2022;1;8991.58
150250;16/11/2021;16/11/2022;1;1000
150268;05/04/2021;05/04/2022;1;1000
150275;03/02/2021;03/02/2022;1;1045.18
150300;01/09/2021;01/09/2022;1;3952.42
150490;24/10/2021;24/10/2022;1;18308
150506;18/12/2021;18/12/2022;1;4598.48
150523;18/12/2021;18/12/2022;1;1000
150544;22/12/2021;22/12/2022;1;2537.11
150586;29/04/2021;29/04/2022;1;20674.06
150591;02/03/2021;02/03/2022;1;1000
150605;26/02/2021;26/02/2022;1;11058.56
150626;30/05/2021;30/05/2022;1;16514.62
150651;04/08/2021;04/08/2022;1;13902.71
150820;24/10/2021;24/10/2022;1;18308
150833;18/12/2021;18/12/2022;1;4598.48
150847;18/12/2021;18/12/2022;1;1000
150864;22/12/2021;22/12/2022;1;2537.11
150905;31/07/2021;31/07/2022;1;1869.47
150914;29/04/2021;29/04/2022;1;20674.06
150919;02/03/2021;02/03/2022;1;1000
150979;23/02/2021;23/02/2022;1;2907.16
150989;04/08/2021;04/08/2022;1;13902.71
151012;05/12/2021;05/12/2022;1;1000
151174;17/11/2021;17/11/2022;1;15734.89
151217;09/01/2021;09/01/2022;1;7957.4
151227;19/01/2021;19/01/2022;1;1000
151286;09/01/2021;09/01/2022;1;2534.94
151308;05/12/2021;05/12/2022;1;1000
151488;17/11/2021;17/11/2022;1;15734.89
151537;09/01/2021;09/01/2022;1;7957.4
151548;19/01/2021;19/01/2022;1;1000
151669;13/12/2021;13/12/2022;1;1574.66
151701;24/01/2021;24/01/2022;1;1167.98
151758;10/08/2021;10/08/2022;1;16694.17
151769;23/01/2021;23/01/2022;1;1287.67
151785;30/05/2021;30/05/2022;1;2168.93
151802;30/07/2021;30/07/2022;1;2425.39
151821;03/01/2021;03/01/2022;1;3782.33
151826;21/06/2021;21/06/2022;1;1000
151835;10/09/2021;10/09/2022;1;4656.58
151842;11/11/2021;11/11/2022;1;1922.26
151903;27/12/2021;27/12/2022;1;4063.57
151922;26/12/2021;26/12/2022;1;7124.73
152005;24/01/2021;24/01/2022;1;1167.98
152061;10/08/2021;10/08/2022;1;16694.17
152064;20/09/2021;20/09/2022;1;1000
152125;03/01/2021;03/01/2022;1;3782.33
152128;21/06/2021;21/06/2022;1;1000
152137;10/09/2021;10/09/2022;1;4656.58
152206;19/03/2021;19/03/2022;1;5563.44
152225;26/12/2021;26/12/2022;1;7124.73
152227;06/07/2021;06/07/2022;1;1000
152254;09/06/2021;09/06/2022;1;1019.29
152308;16/02/2021;16/02/2022;1;1941.09
152339;30/11/2021;30/11/2022;1;4134.8
152343;15/01/2021;15/01/2022;1;2571.47
152347;02/12/2021;02/12/2022;1;1000
152379;02/09/2021;02/09/2022;1;11626.5
152387;03/10/2021;03/10/2022;1;2739.05
152393;15/06/2021;15/06/2022;1;11128.24
152412;12/02/2021;12/02/2022;1;1000
152466;23/08/2021;23/08/2022;1;604775.79
152490;17/03/2021;17/03/2022;1;1856.7
152519;07/05/2021;07/05/2022;1;5710.02
152526;20/12/2021;20/12/2022;1;3941.92
152626;16/02/2021;16/02/2022;1;1941.09
152652;30/11/2021;30/11/2022;1;4134.8
152655;08/02/2021;08/02/2022;1;2571.47
152661;02/12/2021;02/12/2022;1;1000
152699;02/09/2021;02/09/2022;1;11626.5
152708;03/10/2021;03/10/2022;1;2739.05
152713;15/06/2021;15/06/2022;1;11128.24
152738;12/02/2021;12/02/2022;1;1000
152820;17/03/2021;17/03/2022;1;1856.7
152848;07/05/2021;07/05/2022;1;5710.02
152856;20/12/2021;20/12/2022;1;3941.92
152905;17/03/2021;17/03/2022;1;1000
152907;10/05/2021;10/05/2022;1;1000
152919;02/04/2021;02/04/2022;1;3210.9
152924;22/12/2021;22/12/2022;1;1000
152944;10/12/2021;10/12/2022;1;4595.7
152945;16/12/2021;16/12/2022;1;2115.34
152961;30/11/2021;30/11/2022;1;1000
152967;23/12/2021;23/12/2022;1;3726.23
153012;17/02/2021;17/02/2022;1;3653
153019;05/10/2021;05/10/2022;1;1140.11
153031;10/02/2021;10/02/2022;1;3859.34
153046;13/01/2021;13/01/2022;1;4783.25
153063;09/01/2021;09/01/2022;1;13201.95
153075;02/02/2021;02/02/2022;1;1000
153091;16/10/2021;16/10/2022;1;1935
153128;08/02/2021;08/02/2022;1;2566.95
153151;27/02/2021;27/02/2022;1;1000
153161;04/02/2021;04/02/2022;1;27682.6
153174;03/05/2021;03/05/2022;1;2948.56
153175;12/12/2021;12/12/2022;1;3700.93
153177;17/03/2021;17/03/2022;1;4672.85
153191;23/09/2021;23/09/2022;1;1000
153193;10/05/2021;10/05/2022;1;1000
153229;16/12/2021;16/12/2022;1;2115.34
153242;30/11/2021;30/11/2022;1;1000
153250;23/12/2021;23/12/2022;1;3726.23
153257;12/02/2021;12/02/2022;1;7034.71
153308;10/02/2021;10/02/2022;1;3859.34
153324;13/01/2021;13/01/2022;1;4783.25
153341;09/01/2021;09/01/2022;1;13201.95
153354;25/07/2021;25/07/2022;1;1000
153371;03/04/2021;03/04/2022;1;8819.09
153419;08/02/2021;08/02/2022;1;2566.95
153442;27/02/2021;27/02/2022;1;1000
153453;04/02/2021;04/02/2022;1;27682.6
153471;09/10/2021;09/10/2022;1;1000
153472;12/12/2021;12/12/2022;1;3700.93
153474;17/03/2021;17/03/2022;1;4672.85
153560;08/03/2021;08/03/2022;1;1873.22
153577;09/11/2021;09/11/2022;1;1000
153678;24/08/2021;24/08/2022;1;1000
153843;16/10/2021;16/10/2022;1;1000
153947;24/08/2021;24/08/2022;1;1000
154026;18/08/2021;18/08/2022;1;12242.68
154047;14/07/2021;14/07/2022;1;2601.59
154054;05/10/2021;05/10/2022;1;3165.16
154212;19/08/2021;19/08/2022;1;6871.92
154214;19/08/2021;19/08/2022;1;1898.31
154410;13/04/2021;13/04/2022;1;1089.68
154450;19/08/2021;19/08/2022;1;6871.92
154519;26/08/2021;26/08/2022;1;2745.26
154534;11/03/2021;11/03/2022;1;10381.81
154568;03/09/2021;03/09/2022;1;1000
154586;31/10/2021;31/10/2022;1;2259.44
154616;14/06/2021;14/06/2022;1;18410.96
154646;03/09/2021;03/09/2022;1;1760
154663;30/04/2021;30/04/2022;1;91685.88
154695;10/10/2021;10/10/2022;1;9574.12
154722;20/10/2021;20/10/2022;1;1000
154756;26/08/2021;26/08/2022;1;2745.26
154809;03/09/2021;03/09/2022;1;1000
154823;31/10/2021;31/10/2022;1;2259.44
154857;14/06/2021;14/06/2022;1;18410.96
154886;03/09/2021;03/09/2022;1;1760
154905;16/11/2021;16/11/2022;1;22143.97
154943;10/10/2021;10/10/2022;1;9574.12
154969;20/10/2021;20/10/2022;1;1000
155062;06/03/2021;06/03/2022;1;1000
155104;09/06/2021;09/06/2022;1;2706.69
155153;07/10/2021;07/10/2022;1;2878.31
155255;06/03/2021;06/03/2022;1;1000
155296;09/06/2021;09/06/2022;1;2706.69
155332;27/12/2021;27/12/2022;1;3972.47
155354;07/10/2021;07/10/2022;1;2878.31
155497;26/09/2021;26/09/2022;1;1000
155502;12/03/2021;12/03/2022;1;6112.44
155518;06/07/2021;06/07/2022;1;1000
155520;11/03/2021;11/03/2022;1;6221.34
155530;28/06/2021;28/06/2022;1;1000
155573;08/08/2021;08/08/2022;1;13276.16
155597;27/08/2021;27/08/2022;1;1000
155698;30/11/2021;30/11/2022;1;3186.45
155715;04/05/2021;04/05/2022;1;23441.31
155761;19/03/2021;19/03/2022;1;5139.53
155779;13/10/2021;13/10/2022;1;2393.29
155845;12/11/2021;12/11/2022;1;2986.91
155880;12/06/2021;12/06/2022;1;1000
155906;03/06/2021;03/06/2022;1;2777.91
155968;19/06/2021;19/06/2022;1;3333.63
155980;29/04/2021;29/04/2022;1;5418.13
155997;05/12/2021;05/12/2022;1;2420.63
155999;06/02/2021;06/02/2022;1;11929.61
156008;09/06/2021;09/06/2022;1;6041.64
156082;04/05/2021;04/05/2022;1;94302
156094;02/06/2021;02/06/2022;1;1000
156105;14/04/2021;14/04/2022;1;1000
156109;13/11/2021;13/11/2022;1;4236.14
156118;18/08/2021;18/08/2022;1;3919.59
156142;01/08/2021;01/08/2022;1;1000
156147;12/12/2021;12/12/2022;1;3247.76
156159;19/01/2021;19/01/2022;1;1000
156161;15/04/2021;15/04/2022;1;1835.47
156183;24/01/2021;24/01/2022;1;1000
156239;22/02/2021;22/02/2022;1;1000
156287;11/11/2021;11/11/2022;1;28152.48
156366;16/09/2021;16/09/2022;1;1926.47
156369;31/10/2021;31/10/2022;1;3301.86
156412;04/11/2021;04/11/2022;1;1000
156421;06/08/2021;06/08/2022;1;7869.45
156425;27/06/2021;27/06/2022;1;2181.76
156496;29/10/2021;29/10/2022;1;3467.53
156512;19/08/2021;19/08/2022;1;2293.68
156542;09/01/2021;09/01/2022;1;7483.04
156551;23/04/2021;23/04/2022;1;7689.76
156575;02/01/2021;02/01/2022;1;6406.71
156593;15/12/2021;15/12/2022;1;3774.33
156636;17/02/2021;17/02/2022;1;22804.8
156662;08/06/2021;08/06/2022;1;3748.99
156670;06/12/2021;06/12/2022;1;4039.83
156691;27/07/2021;27/07/2022;1;3353.76
156698;03/04/2021;03/04/2022;1;10532.73
156706;22/07/2021;22/07/2022;1;4543.04
156731;08/10/2021;08/10/2022;1;4938.8
156761;05/09/2021;05/09/2022;1;2623.2
156875;27/10/2021;27/10/2022;1;1153.44
156877;04/03/2021;04/03/2022;1;1021.95
156879;03/09/2021;03/09/2022;1;1385.61
156896;02/06/2021;02/06/2022;1;3972.73
156905;29/12/2021;29/12/2022;1;7310.23
156960;20/04/2021;20/04/2022;1;1707.32
156973;11/03/2021;11/03/2022;1;4759.11
156988;27/06/2021;27/06/2022;1;3153.22
157010;15/04/2021;15/04/2022;1;2092.63
157046;13/08/2021;13/08/2022;1;1000
157097;26/09/2021;26/09/2022;1;8665.3
157109;04/12/2021;04/12/2022;1;1000
157112;11/03/2021;11/03/2022;1;3490.34
157156;02/05/2021;02/05/2022;1;1053404.46
157193;31/12/2021;31/12/2022;1;1000
157262;02/01/2021;02/01/2022;1;101445
157275;07/05/2021;07/05/2022;1;1747.24
157277;07/05/2021;07/05/2022;1;1000
157336;11/11/2021;11/11/2022;1;4340.96
157349;11/03/2021;11/03/2022;1;1426.9
157563;12/03/2021;12/03/2022;1;6112.44
157576;06/07/2021;06/07/2022;1;1000
157577;11/03/2021;11/03/2022;1;6221.34
157587;28/06/2021;28/06/2022;1;1000
157604;12/06/2021;12/06/2022;1;1000
157651;14/11/2021;14/11/2022;1;1000
157656;27/08/2021;27/08/2022;1;1000
157753;10/01/2021;10/01/2022;1;13909.57
157765;23/07/2021;23/07/2022;1;1000
157771;04/05/2021;04/05/2022;1;23441.31
157801;19/01/2021;19/01/2022;1;2448.54
157831;13/10/2021;13/10/2022;1;2393.29
157898;12/11/2021;12/11/2022;1;2986.91
157930;12/06/2021;12/06/2022;1;1000
157961;03/06/2021;03/06/2022;1;2777.91
157993;22/04/2021;22/04/2022;1;1000
158026;19/06/2021;19/06/2022;1;3333.63
158039;29/04/2021;29/04/2022;1;5418.13
158057;05/12/2021;05/12/2022;1;2420.63
158059;06/02/2021;06/02/2022;1;11929.61
158069;09/06/2021;09/06/2022;1;6041.64
158141;04/05/2021;04/05/2022;1;94302
158155;24/12/2021;24/12/2022;1;1000
158167;14/04/2021;14/04/2022;1;1000
158172;13/11/2021;13/11/2022;1;4236.14
158180;18/08/2021;18/08/2022;1;3919.59
158202;01/08/2021;01/08/2022;1;1000
158205;11/04/2021;11/04/2022;1;3247.76
158216;19/01/2021;19/01/2022;1;1000
158217;15/04/2021;15/04/2022;1;1835.47
158243;28/06/2021;28/06/2022;1;1000
158286;28/03/2021;28/03/2022;1;4841.61
158299;22/02/2021;22/02/2022;1;1000
158344;11/11/2021;11/11/2022;1;28152.48
158357;06/07/2021;06/07/2022;1;13168.47
158422;16/09/2021;16/09/2022;1;1926.47
158463;04/11/2021;04/11/2022;1;1000
158470;06/08/2021;06/08/2022;1;7869.45
158475;27/06/2021;27/06/2022;1;2181.76
158552;29/10/2021;29/10/2022;1;3467.53
158594;09/01/2021;09/01/2022;1;7483.04
158605;23/04/2021;23/04/2022;1;7689.76
158675;18/10/2021;18/10/2022;1;1717.48
158689;17/02/2021;17/02/2022;1;22804.8
158719;08/06/2021;08/06/2022;1;3748.99
158751;27/07/2021;27/07/2022;1;3353.76
158759;03/04/2021;03/04/2022;1;10532.73
158766;22/07/2021;22/07/2022;1;4543.04
158788;08/10/2021;08/10/2022;1;4938.8
158819;05/09/2021;05/09/2022;1;2623.2
158835;13/07/2021;13/07/2022;1;697167
158934;03/09/2021;03/09/2022;1;1385.61
158951;02/06/2021;02/06/2022;1;3972.73
158959;29/12/2021;29/12/2022;1;7310.23
158970;21/12/2021;21/12/2022;1;1000
158996;30/12/2021;30/12/2022;1;3762.52
159007;20/04/2021;20/04/2022;1;1707.32
159015;06/03/2021;06/03/2022;1;4083.66
159022;16/04/2021;16/04/2022;1;4759.11
159039;27/06/2021;27/06/2022;1;3153.22
159062;15/04/2021;15/04/2022;1;2092.63
159095;13/08/2021;13/08/2022;1;1000
159104;01/07/2021;01/07/2022;1;17165.24
159147;26/09/2021;26/09/2022;1;8665.3
159162;04/12/2021;04/12/2022;1;1000
159165;11/03/2021;11/03/2022;1;3490.34
159240;20/07/2021;20/07/2022;1;1000
159312;02/01/2021;02/01/2022;1;101445
159324;07/05/2021;07/05/2022;1;1747.24
159328;21/11/2021;21/11/2022;1;1000
159390;11/11/2021;11/11/2022;1;4340.96
159465;23/08/2021;23/08/2022;1;8946.16
159517;08/04/2021;08/04/2022;1;5000
159518;05/02/2021;05/02/2022;1;8000
159534;10/03/2021;10/03/2022;1;2451.86
159535;21/08/2021;21/08/2022;1;6103.57
159560;08/05/2021;08/05/2022;1;6301.81
159570;08/09/2021;08/09/2022;1;18878.9
159593;17/10/2021;17/10/2022;1;20126.53
159600;31/07/2021;31/07/2022;1;9380.07
159609;16/01/2021;16/01/2022;1;7000
159610;05/02/2021;05/02/2022;1;8000
159625;10/03/2021;10/03/2022;1;2451.86
159626;21/08/2021;21/08/2022;1;6103.57
159655;08/05/2021;08/05/2022;1;6301.81
159666;08/09/2021;08/09/2022;1;18878.9
159677;18/01/2021;18/01/2022;1;1000
159689;11/06/2021;11/06/2022;1;20126.53
159697;31/07/2021;31/07/2022;1;9380.07
159704;15/01/2021;15/01/2022;1;4500
159720;09/08/2021;09/08/2022;1;2176.66
159743;24/12/2021;24/12/2022;1;3142.75
159775;09/08/2021;09/08/2022;1;2176.66
159800;20/03/2021;20/03/2022;1;1511.35
159817;30/12/2021;30/12/2022;1;4000
159823;06/09/2021;06/09/2022;1;2000
159832;15/04/2021;15/04/2022;1;1000
159854;08/01/2021;08/01/2022;1;2218.97
159895;02/04/2021;02/04/2022;1;3563.01
159923;17/03/2021;17/03/2022;1;16248.3
159928;30/09/2021;30/09/2022;1;4424.63
159976;30/12/2021;30/12/2022;1;4000
159982;06/09/2021;06/09/2022;1;2000
159992;04/02/2021;04/02/2022;1;1000
160005;01/04/2021;01/04/2022;1;22458.31
160015;08/01/2021;08/01/2022;1;2218.97
160056;02/04/2021;02/04/2022;1;3563.01
160081;17/03/2021;17/03/2022;1;16248.3
160127;20/02/2021;20/02/2022;1;9751.44
160130;03/12/2021;03/12/2022;1;1000
160134;14/06/2021;14/06/2022;1;3000
160135;18/04/2021;18/04/2022;1;3219.57
160144;09/04/2021;09/04/2022;1;7466.61
160148;14/07/2021;14/07/2022;1;10933.54
160156;16/05/2021;16/05/2022;1;4000
160173;14/02/2021;14/02/2022;1;1880.94
160279;08/05/2021;08/05/2022;1;5117.52
160288;27/04/2021;27/04/2022;1;125676.99
160319;03/12/2021;03/12/2022;1;1000
160322;14/06/2021;14/06/2022;1;3000
160333;09/04/2021;09/04/2022;1;7466.61
160349;16/05/2021;16/05/2022;1;4000
160364;14/02/2021;14/02/2022;1;1880.94
160467;08/05/2021;08/05/2022;1;5117.52
160476;27/04/2021;27/04/2022;1;125676.99
160495;18/03/2021;18/03/2022;1;4000
160546;18/07/2021;18/07/2022;1;20295.96
160569;05/02/2021;05/02/2022;1;91935.84
160574;27/06/2021;27/06/2022;1;15010.06
160575;27/06/2021;27/06/2022;1;1514.81
160593;30/01/2021;30/01/2022;1;6925.79
160614;08/10/2021;08/10/2022;1;6612.64
160666;11/06/2021;11/06/2022;1;1000
160687;11/01/2021;11/01/2022;1;94418.01
160738;10/12/2021;10/12/2022;1;8512.02
160779;18/07/2021;18/07/2022;1;20295.96
160808;27/06/2021;27/06/2022;1;15010.06
160809;27/06/2021;27/06/2022;1;1514.81
160826;30/01/2021;30/01/2022;1;6925.79
160850;08/10/2021;08/10/2022;1;6612.64
160868;16/07/2021;16/07/2022;1;5721
160903;11/06/2021;11/06/2022;1;1000
160959;02/02/2021;02/02/2022;1;1569.98
160974;10/12/2021;10/12/2022;1;8512.02
160993;23/12/2021;23/12/2022;1;12530.31
161011;07/05/2021;07/05/2022;1;2015.89
161028;25/04/2021;25/04/2022;1;171561
161056;14/02/2021;14/02/2022;1;2727.22
161062;03/09/2021;03/09/2022;1;2833.01
161089;08/05/2021;08/05/2022;1;1579.54
161125;03/01/2021;03/01/2022;1;3640.6
161154;07/05/2021;07/05/2022;1;2015.89
161173;25/04/2021;25/04/2022;1;171561
161200;14/02/2021;14/02/2022;1;2727.22
161228;08/05/2021;08/05/2022;1;1579.54
161262;03/01/2021;03/01/2022;1;3640.6
161292;14/05/2021;14/05/2022;1;1200.73
161305;25/11/2021;25/11/2022;1;2716.29
